regions(hg38),enhancer_activity_REF_1,enhancer_activity_REF_2,enhancer_activity_REF_3,enhancer_activity_REF_4,enhancer_activity_ALT_1,enhancer_activity_ALT_2,enhancer_activity_ALT_3,enhancer_activity_ALT_4,REF,ALT,Coding,Active_REF,Active_ALT,qvalue,pvalue,fold,"final_sig(1 DA enhancer; 2 IA enhancer, 0=no change)"
chr2:88218007-88218178,0.05552203,-0.024458,-0.2476693,0.15254297,0.01473286,-0.189667,-0.0919382,0.1140986,-0.0381934,-0.0160156,FALSE,0,0,0.88590838,0.84403353,0.02217785,0
chr2:88755432-88755603,-0.3736946,-0.2539142,-0.5209183,-0.4420585,-0.1496407,0.00160919,-0.2335399,-0.1046135,-0.1215462,-0.3976464,FALSE,0,0,0.03061017,0.01058687,-0.2761002,0
chr2:9231385-9231556,0.04125956,-0.058903,0.11269567,0.01979771,0.06013815,-0.0693159,-0.0211589,0.03922248,0.00222144,0.02871248,FALSE,0,0,0.68137588,0.58601154,0.02649104,0
chr2:9310884-9311055,0.11828892,0.12063167,-0.0315556,0.10697932,0.12119969,0.29983597,-0.0270686,0.13072357,0.13117267,0.07858608,FALSE,0,0,0.62351795,0.52345604,-0.0525866,0
chr2:9416216-9416387,0.1834146,-0.1819256,0.08221823,0.02536278,-0.070549,-0.0517535,0.12333781,-0.0335924,-0.0081393,0.0272675,FALSE,0,0,0.78048986,0.70760575,0.03540676,0
chr2:9419835-9420006,-0.4397447,-0.6194971,-0.2247513,-0.1411749,0.51309108,0.31582917,0.03928707,-0.1661124,0.17552373,-0.356292,FALSE,0,0,0.07008657,0.03120525,-0.5318157,0
chr2:9421469-9421640,-0.3773764,-0.7254496,-0.5829719,-0.6351315,-0.3008118,-0.1583921,-0.0170013,-0.2651665,-0.1853429,-0.5802323,FALSE,0,0,0.0225895,0.00701592,-0.3948894,0
chr2:9424719-9424890,-3.4991807,-3.6393174,-3.6095573,-3.9117837,0.37052894,0.28272321,-0.0153815,0.3008536,0.23468106,-3.6649598,FALSE,1,0,3.97E-05,6.41E-08,-3.8996408,1
chr2:95059239-95059410,-0.2105552,-0.1968503,0.07895503,-0.3146762,0.38987486,0.40071151,0.57029811,0.54629694,0.47679536,-0.1607817,FALSE,1,0,0.00737551,0.00148122,-0.637577,1
chr2:95106717-95106888,0.15376138,0.2298126,0.21939195,0.2532332,0.1196376,-0.3012312,0.06501234,-0.1860358,-0.0756543,0.21404978,FALSE,0,1,0.11706843,0.06027526,0.28970405,0
chr2:96258432-96258603,0.40370938,0.65897214,0.65282726,0.27265116,0.04481127,-0.1886231,-0.0295617,0.17265693,-0.0001792,0.49703998,FALSE,0,1,0.02298487,0.00722881,0.49721914,0
chr2:9761675-9761846,-0.214415,-0.0094019,-0.0742353,-0.0391304,0.3893016,0.40647665,0.36585626,0.57727957,0.43472852,-0.0842957,FALSE,1,0,0.00232962,0.00023205,-0.5190242,0
chr2:99132949-99133120,-0.1532214,-0.1109313,0.01410505,-0.0758126,-0.0314422,-0.0463724,-0.2287312,-0.2713097,-0.1444639,-0.0814651,FALSE,0,0,0.5265737,0.41815076,0.06299884,0
chr2:99193833-99194004,0.00712255,0.10165114,0.21564996,0.02316789,-0.1691528,-0.0391775,-0.2210032,-0.0763315,-0.1264162,0.08689789,FALSE,0,0,0.04096559,0.01546246,0.21331412,0
chr2:99845924-99846095,-0.1614094,-0.108379,-0.0877798,-0.1428338,-1.7838346,-1.9773335,-1.5668578,-1.7160858,-1.7610279,-0.1251005,FALSE,0,0,0.00220093,0.00020604,1.63592744,0
chr3:10143591-10143762,0.68134389,0.41527174,0.78027909,0.52166475,0.25850737,0.08422507,0.09618166,0.15517779,0.14852297,0.59963987,FALSE,1,1,0.02023829,0.00604769,0.4511169,0
chr3:101725744-101725915,0.52197792,0.31427748,0.56873317,0.35330715,-0.1339479,-0.0935797,-0.1255245,-0.0604545,-0.1033766,0.43957393,FALSE,0,1,0.00946322,0.00208597,0.54295056,0
chr3:106062138-106062309,-0.1113017,0.1248389,0.29753634,0.07378447,0.06638761,0.03558221,0.02442708,-0.0104447,0.02898806,0.09621451,FALSE,0,0,0.59050989,0.486078,0.06722646,0
chr3:106941764-106941935,-0.0802399,-0.1109192,-0.3984023,-0.6086508,-0.6651742,-0.5213612,-0.4957512,-0.2749868,-0.4893184,-0.299553,FALSE,0,0,0.36332026,0.25801854,0.18976531,0
chr3:107219999-107220170,0.03010033,0.16940573,0.08053661,0.15545031,-0.1551599,-0.0132351,0.11859726,0.16017337,0.0275939,0.10887324,FALSE,0,0,0.46763126,0.35571029,0.08127934,0
chr3:108024296-108024467,-0.9083304,-0.6961716,-0.8327024,-0.6570652,-0.1820035,0.08491121,-0.0805461,0.0205076,-0.0392827,-0.7735674,FALSE,0,0,0.00154675,0.00011448,-0.7342847,0
chr3:109105515-109105686,-0.6007349,0.00827917,-0.3235537,-0.3739145,-0.1768857,-0.3171297,-0.3021222,-0.1010676,-0.2243013,-0.322481,FALSE,0,0,0.61296449,0.51007352,-0.0981797,0
chr3:111168969-111169140,-0.6434991,-0.5183956,-0.2479729,-0.6082485,0.39987337,0.1981337,0.14998852,0.26587454,0.25346753,-0.504529,FALSE,1,0,0.00510214,0.00082114,-0.7579966,1
chr3:111465275-111465446,-0.0024994,0.02687456,-0.1613163,-0.1584331,0.14704854,-0.0387526,-0.0249733,0.06774958,0.03776805,-0.0738436,FALSE,0,0,0.22998066,0.14402294,-0.1116116,0
chr3:112467598-112467769,-0.1260251,0.01308738,-0.1294507,-0.0544176,0.10385025,-0.1182365,0.04046289,-0.1689428,-0.0357166,-0.0742015,FALSE,0,0,0.71009663,0.62184621,-0.0384849,0
chr3:1125854-1126025,0.27390665,0.18160668,0.07883969,0.35545689,0.75039957,0.65225255,0.66477337,0.50535043,0.64319398,0.22245248,FALSE,1,1,0.00865457,0.00184985,-0.4207415,0
chr3:113019405-113019576,0.63738477,0.49555411,0.82535936,0.64238066,0.51294363,0.53570616,0.59120781,0.47560542,0.52886576,0.65016973,FALSE,1,1,0.26293781,0.17096717,0.12130397,0
chr3:113232088-113232259,0.18778224,-0.0462687,0.09978927,0.00566065,-0.0545114,0.09480858,-0.0526675,-0.1448117,-0.0392955,0.06174088,FALSE,0,0,0.30733333,0.20847929,0.10103637,0
chr3:11323953-11324124,0.92297538,0.51020658,0.46369822,0.53589568,-0.1087331,0.0084106,0.45283656,0.13725065,0.12244118,0.60819397,FALSE,0,1,0.05708453,0.02392891,0.48575279,0
chr3:113838524-113838695,-0.0062574,0.18430482,-0.0482957,0.19406742,-0.0907288,-0.0977243,0.21679055,-0.1259232,-0.0243965,0.08095477,FALSE,0,0,0.45754569,0.3458231,0.10535122,0
chr3:11508738-11508909,0.13509233,0.03604486,0.0444064,0.01478281,0.00314194,0.02528,0.32166783,0.21865811,0.14218697,0.0575816,FALSE,0,0,0.47364285,0.36170282,-0.0846054,0
chr3:115255067-115255238,0.20147192,0.26470418,0.28214307,0.34391758,0.76541738,0.64886323,0.67812423,0.68522667,0.69440788,0.27305919,FALSE,1,1,0.0008651,4.07E-05,-0.4213487,0
chr3:115523613-115523784,0.26054876,-0.0867856,-0.1358896,0.10994587,-0.9068729,-1.0476358,-0.4953988,-0.6450199,-0.7737318,0.03695486,FALSE,0,0,0.01079643,0.00252174,0.8106867,0
chr3:11567522-11567693,0.45789037,0.07009527,-0.1293893,0.10386104,0.3837659,0.31787229,0.23224317,-0.0132839,0.23014937,0.12561434,FALSE,1,0,0.61701838,0.51430054,-0.104535,0
chr3:115761202-115761373,0.10130891,0.17084153,0.01557097,0.06600721,0.50407373,0.31060838,0.20070863,0.25127382,0.31666614,0.08843215,FALSE,1,0,0.07238401,0.0326454,-0.228234,0
chr3:11591309-11591480,0.06651269,-0.0849338,0.08905385,-0.1344665,0.13016235,0.04534896,0.27597692,0.2279886,0.16986921,-0.0159585,FALSE,1,0,0.10012943,0.04917585,-0.1858277,0
chr3:119642248-119642419,-0.0674423,0.08274644,0.25207671,0.07435275,-0.2444896,-0.2200473,-0.1162964,-0.0553359,-0.1590423,0.08543339,FALSE,0,0,0.05907639,0.02513164,0.24447568,0
chr3:120433285-120433456,0.16377301,0.16847313,-0.0055471,0.20853951,-0.0674728,-0.0486662,0.0167375,-0.2882268,-0.0969071,0.13380964,FALSE,0,1,0.07359598,0.03341261,0.23071672,0
chr3:12177936-12178107,-0.4061091,-0.5186473,-0.387892,-0.2827134,0.05327502,0.10220956,0.22426309,0.14647513,0.1315557,-0.3988405,FALSE,0,0,0.00205421,0.00018188,-0.5303962,0
chr3:12294579-12294750,-0.1000492,-0.0119194,-0.0149469,-0.0179522,-0.0376496,-0.2137914,-0.0184795,-0.2507465,-0.1301667,-0.0362169,FALSE,0,0,0.31647666,0.21614108,0.09394979,0
chr3:123281306-123281477,-0.2663183,-0.1902026,-0.2644252,-0.4281626,0.33941521,0.17331013,0.53472384,0.11222601,0.2899188,-0.2872772,FALSE,1,0,0.01466416,0.0039154,-0.577196,0
chr3:123318036-123318207,0.42574509,0.03235671,0.05631571,0.10551647,0.03579547,-0.0331652,-0.0439069,-0.0147499,-0.0140066,0.15498349,FALSE,0,1,0.25107564,0.16111218,0.16899012,0
chr3:123393900-123394071,0.07712188,0.05552292,-0.1885915,-0.123174,-0.1686173,-0.2840889,-0.0953795,-0.2729403,-0.2052565,-0.0447802,FALSE,0,0,0.16781372,0.09650159,0.16047633,0
chr3:123413266-123413437,-0.1879429,-0.4285763,-0.2988172,-0.2596826,0.01339858,-0.0539524,0.03502312,-0.0345733,-0.010026,-0.2937547,FALSE,0,0,0.02167093,0.00660571,-0.2837287,0
chr3:12591606-12591777,-0.4216481,-0.3268706,-0.5311522,-0.4074291,-0.3082397,-0.1957584,-0.5043881,-0.3584336,-0.3417049,-0.421775,FALSE,0,0,0.45342338,0.34197553,-0.0800701,0
chr3:126004731-126004902,0.29324525,0.0549712,0.13403838,0.15046667,0.1360567,0.11986488,0.25868978,0.11242081,0.15675804,0.15818037,FALSE,1,1,0.98797129,0.98204848,0.00142233,0
chr3:126414966-126415137,-0.1494852,-0.1771425,-0.175149,-0.0425416,0.24616988,0.07955066,0.2536189,0.06287296,0.1605531,-0.1360796,FALSE,1,0,0.01641917,0.00456572,-0.2966327,0
chr3:126749622-126749793,0.14773017,0.1012572,0.3624437,0.21369342,0.12588715,0.27332133,0.31245509,0.14286311,0.21363167,0.20628112,FALSE,1,1,0.94402725,0.9237841,-0.0073505,0
chr3:12695007-12695178,-0.3437434,-0.2933161,-0.2625986,-0.2399536,0.31994535,0.30219884,0.29990226,0.18663415,0.27717015,-0.2849029,FALSE,1,0,0.00046534,1.18E-05,-0.5620731,0
chr3:126976175-126976346,-1.4355367,-1.5849297,-1.6324179,-1.2056417,0.15331226,0.05528028,0.18169064,-0.3059732,0.0210775,-1.4646315,FALSE,0,0,0.00109104,6.52E-05,-1.485709,0
chr3:127002088-127002259,-0.7066893,-0.6178793,-0.5600769,-0.587303,-0.0976639,-0.1180498,0.01070156,-0.0978508,-0.0757157,-0.6179871,FALSE,0,0,0.00054311,1.65E-05,-0.5422714,0
chr3:127691722-127691893,-0.0502511,-0.0560265,-0.3140357,-0.2336067,-0.0649131,0.10204829,-0.018635,-0.0058405,0.0031649,-0.16348,FALSE,0,0,0.14644041,0.080733,-0.1666449,0
chr3:127700452-127700623,-0.1317859,-0.1274396,0.08492136,-0.2609489,-0.4048616,-0.4520849,-0.3970325,-0.3942365,-0.4120539,-0.1088133,FALSE,0,0,0.05341429,0.02205787,0.30324063,0
chr3:128339056-128339227,0.04256207,0.42196429,0.07705779,0.26630242,0.13963762,0.37383537,-0.028051,-0.1560772,0.08233619,0.20197164,FALSE,0,1,0.54953748,0.44158131,0.11963546,0
chr3:128550509-128550680,-0.1129763,-0.10597,-0.2090514,0.01020183,-0.3581962,-0.390961,-0.4679533,-0.4118891,-0.4072499,-0.104449,FALSE,0,0,0.01123318,0.00267555,0.30280091,0
chr3:12856785-12856956,-0.437444,-0.3752523,-0.5325938,-0.5554144,0.16495065,0.21174606,0.18550526,0.20604202,0.192061,-0.4751761,FALSE,1,0,0.00275467,0.00029725,-0.6672371,1
chr3:128637272-128637443,-0.1222066,-0.0806009,-0.2766825,-0.0477556,0.3602292,0.29706881,0.34465666,-0.1051219,0.22420819,-0.1318114,FALSE,0,0,0.08530475,0.04040027,-0.3560196,0
chr3:128714115-128714286,0.21484716,0.12802764,0.31800898,-0.0872156,-0.8452623,-0.8248579,-0.9951092,-0.8202919,-0.8713803,0.14341704,FALSE,0,0,0.00273941,0.00029308,1.01479738,0
chr3:12900050-12900221,-0.2073522,-0.1172344,-0.025385,-0.1330527,-0.5190057,-0.1239027,-0.007795,0.03110586,-0.1548994,-0.1207561,FALSE,0,0,0.86095501,0.80914287,0.03414329,0
chr3:129087357-129087528,-0.5664217,-0.7609851,-0.6587758,-0.5382699,-0.349723,-0.0876998,-0.253821,-0.1819164,-0.21829,-0.6311131,FALSE,0,0,0.00763781,0.00154623,-0.4128231,0
chr3:129197577-129197748,-0.748553,-0.4942278,-0.1301133,-0.6078162,0.0290881,-0.2307898,0.1277444,-0.1641644,-0.0595304,-0.4951776,FALSE,0,0,0.08166293,0.03816711,-0.4356472,0
chr3:12923384-12923555,-0.0846137,-0.3059583,-0.1947073,-0.1804283,0.32995021,0.05135874,0.08766881,0.17462148,0.16089981,-0.1914269,FALSE,1,0,0.01670394,0.00467186,-0.3523267,0
chr3:12934352-12934523,0.31439894,0.00054127,0.09373463,0.14364547,0.03701955,-0.202535,0.21647567,-0.2297949,-0.0447087,0.13808008,FALSE,0,1,0.30002082,0.20178942,0.18278873,0
chr3:129428523-129428694,0.20932059,-0.0585446,0.11351944,0.15933289,-0.3344094,-0.1770833,-0.0794658,0.03551653,-0.1388605,0.10590708,FALSE,0,0,0.10018731,0.04929669,0.24476757,0
chr3:129525465-129525636,0.15532512,0.25031619,0.14538075,-0.0196498,-1.3349601,-1.4751245,-1.7126305,-1.5841996,-1.5267287,0.13284306,FALSE,0,1,0.00034235,7.26E-06,1.65957174,2
chr3:130600593-130600764,-0.0123638,-0.1509627,-0.1534064,0.26678547,-0.4623501,-0.2015705,-0.4434616,-0.0249387,-0.2830802,-0.0124869,FALSE,0,0,0.18470081,0.10906589,0.27059334,0
chr3:130848292-130848463,0.26744203,0.14882359,0.26387615,0.34623079,0.04320351,0.14437982,0.23969434,0.05219487,0.11986813,0.25659314,FALSE,1,1,0.12849922,0.06823465,0.13672501,0
chr3:130861923-130862094,0.60804598,0.51271617,0.52937755,0.63126849,0.40979833,0.39108364,0.10844344,0.24349189,0.28820433,0.57035205,FALSE,1,1,0.05137597,0.02094367,0.28214772,0
chr3:133602503-133602674,-0.3406911,0.00033616,-0.3845351,-0.0077469,0.78519916,1.18713355,0.73543004,0.91430968,0.90551811,-0.1831592,FALSE,1,0,0.00273029,0.00029085,-1.0886774,1
chr3:134376339-134376510,0.00900736,0.04420392,0.30309041,0.41623415,-0.0723185,0.28116099,0.06147706,0.31196155,0.14557028,0.19313396,FALSE,1,1,0.80554555,0.73663676,0.04756369,0
chr3:134654056-134654227,-0.1640845,-0.1595953,-0.3414019,0.05865139,0.15856823,0.03974537,0.10935924,0.02541532,0.08327204,-0.1516076,FALSE,0,0,0.11246962,0.05744068,-0.2348796,0
chr3:135626928-135627099,-0.0381041,-0.0299335,-0.136374,-0.2554364,0.43206789,0.27044033,0.29878368,0.23307544,0.30859183,-0.114962,FALSE,1,0,0.00545594,0.00092589,-0.4235538,0
chr3:136025293-136025464,0.3075949,-0.0838776,0.27414039,0.24361918,-0.4649805,-0.4128242,-0.5779872,-0.7081536,-0.5409864,0.18536922,FALSE,0,1,0.00545017,0.00092239,0.72635563,2
chr3:136348519-136348690,0.09292961,0.05879588,0.03389379,0.26495264,0.24636188,0.15603241,0.0044872,0.18224267,0.14728104,0.11264298,FALSE,1,1,0.73584836,0.65254157,-0.0346381,0
chr3:136390690-136390861,-0.0300585,0.14959378,0.14489512,-0.0627089,0.14720944,0.12941036,-0.0166708,0.05543009,0.07884478,0.05043038,FALSE,0,0,0.76730924,0.69123293,-0.0284144,0
chr3:136750563-136750734,-0.6419983,-0.5908117,-0.704953,-0.6909525,0.14020378,-0.0136824,-0.209246,0.16773876,0.02125353,-0.6571789,FALSE,0,0,0.01137364,0.0027195,-0.6784324,0
chr3:136751052-136751223,0.18706062,-0.0802555,-0.0125141,-0.217974,0.7943861,1.06172383,0.88210431,0.98819104,0.93160132,-0.0309207,FALSE,1,0,0.00190408,0.00016025,-0.9625221,1
chr3:13799951-13800122,0.35924986,0.49815373,0.26757871,0.33115946,0.23627784,0.16359924,-0.0818309,0.11414854,0.10804867,0.36403544,FALSE,0,1,0.05928399,0.02527464,0.25598677,0
chr3:138459547-138459718,-0.0810043,-0.0540134,-0.0774922,-0.0505092,0.15469749,0.17590246,0.17672738,0.11963308,0.1567401,-0.0657548,FALSE,1,0,0.00080966,3.72E-05,-0.2224949,0
chr3:139160910-139161081,0.00357184,-0.0935889,-0.0042451,0.23026053,-0.1367461,-0.1810974,-0.0302454,-0.0171755,-0.0913161,0.0339996,FALSE,0,0,0.27274622,0.17954588,0.12531567,0
chr3:141074186-141074357,0.03239995,-0.1336089,0.13700758,0.22176055,0.07686226,0.26184101,0.07080262,0.00636086,0.10396668,0.06438979,FALSE,0,0,0.76693649,0.69054346,-0.0395769,0
chr3:14112460-14112631,-0.238752,-0.6738129,-0.4517123,-0.3651688,-0.4394637,-0.5429454,-0.5544687,-0.4825781,-0.504864,-0.4323615,FALSE,0,0,0.59969746,0.49530005,0.07250247,0
chr3:141345675-141345846,-0.2248201,-0.2325198,-0.2694752,-0.1207008,-0.1882807,-0.3208119,-0.2575016,-0.1502678,-0.2292155,-0.211879,FALSE,0,0,0.80573477,0.73811027,0.01733653,0
chr3:14142825-14142996,0.06108361,0.01777037,-0.2409007,0.11280805,-0.5076449,-0.2933178,-0.1087037,-0.098967,-0.2521583,-0.0123097,FALSE,0,0,0.17785528,0.10367032,0.23984868,0
chr3:141922450-141922621,-0.0556982,0.0112725,0.20287489,-0.0957485,0.02531316,0.1557908,0.14745232,0.1213391,0.11247385,0.01567517,FALSE,0,0,0.35460173,0.25076401,-0.0967987,0
chr3:142818715-142818886,0.57557338,0.10283908,-0.2344243,0.32457701,0.1250589,-0.1991327,-0.1025733,0.21422214,0.00939374,0.19214128,FALSE,0,1,0.50791613,0.39865033,0.18274754,0
chr3:143973361-143973532,0.01892261,0.0260214,-0.1938515,0.39772301,0.00094859,-0.1136226,0.2274199,0.07340308,0.04703724,0.06220389,FALSE,0,0,0.94058652,0.91933278,0.01516664,0
chr3:14400479-14400650,-1.0793892,-1.1366812,-1.5022573,-1.4087055,-0.0904223,0.036847,-0.0079936,0.00473857,-0.0142076,-1.2817583,FALSE,0,0,0.00452432,0.0006666,-1.2675507,0
chr3:14410453-14410624,0.16758787,0.02667411,0.0574966,0.05095419,-0.0803251,0.09815741,0.26520866,0.06134462,0.08609641,0.07567819,FALSE,0,0,0.92777868,0.89954101,-0.0104182,0
chr3:14506183-14506354,0.12969313,0.02235585,0.3077914,0.19099651,-0.1803037,-0.3336865,0.03114434,-0.1396964,-0.1556356,0.16270922,FALSE,0,1,0.04419636,0.01715067,0.31834478,0
chr3:14506868-14507039,0.00210447,0.13604026,0.45221894,0.04400427,0.042224,0.05698282,-0.0119718,-0.0637454,0.0058724,0.15859199,FALSE,0,1,0.33370123,0.23221358,0.15271958,0
chr3:145241643-145241814,-0.3036249,-0.4831451,-0.2945823,0.08292983,-0.222493,-0.1803478,-0.2183762,-0.0790125,-0.1750574,-0.2496056,FALSE,0,0,0.6790658,0.58371162,-0.0745482,0
chr3:146163394-146163565,0.22601682,0.36813903,0.19672847,0.29396329,-0.8281464,-0.4119181,-0.5357402,-0.4859053,-0.5654275,0.2712119,FALSE,0,1,0.00592788,0.00104425,0.83663942,2
chr3:148811416-148811587,0.1924334,0.05727917,0.22308901,0.15612801,0.17837137,0.09658116,0.02818119,0.24599599,0.13728242,0.1572324,FALSE,1,1,0.81568413,0.75004572,0.01994997,0
chr3:14884290-14884461,0.14894562,0.37572672,0.22097815,0.248017,-0.1932339,0.00854811,-0.2393801,0.03424299,-0.0974557,0.24841687,FALSE,0,1,0.02523395,0.00817471,0.34587259,0
chr3:149336955-149337126,0.08923847,0.23722779,0.02434495,0.14357166,0.54361467,0.33360525,0.1422724,0.53611784,0.38890254,0.12359572,FALSE,1,0,0.11943448,0.06198916,-0.2653068,0
chr3:149479882-149480053,0.30077344,0.75968801,0.24949737,0.39736089,-0.1984566,-0.1840469,-0.2422924,-0.2082642,-0.208265,0.42682993,FALSE,0,1,0.03199072,0.01121925,0.63509496,2
chr3:150257026-150257197,-0.0186347,-0.2236062,-0.0887929,-0.0406878,0.74781611,0.94057627,1.06983536,0.98766085,0.93647215,-0.0929304,FALSE,1,0,0.00087399,4.15E-05,-1.0294026,1
chr3:15051099-15051270,0.01476459,-0.1184843,-0.1861768,0.01894122,-0.2500824,-0.271091,-0.2339353,-0.1768637,-0.2329931,-0.0677388,FALSE,0,0,0.08455052,0.03992609,0.16525429,0
chr3:15058167-15058338,-0.1573744,-0.3699014,-0.0530503,-0.0744353,0.14212671,0.00949717,0.13255852,0.09837395,0.09563909,-0.1636904,FALSE,1,0,0.06709626,0.02951802,-0.2593294,0
chr3:155869506-155869677,0.33561232,0.39367077,0.31842721,-0.057083,-0.0768682,-0.1467519,-0.281156,-0.2599078,-0.191171,0.24765682,FALSE,0,1,0.04211326,0.01608985,0.43882777,0
chr3:157083393-157083564,-0.0940285,-0.0013823,0.09296069,0.00555431,-1.7104082,-1.689391,-1.6255634,-1.7817403,-1.7017757,0.00077604,FALSE,0,0,4.46E-05,6.17E-08,1.70255175,0
chr3:157117947-157118118,-0.0570414,-0.3972476,-0.3416639,0.06079436,-0.2464513,0.0473226,0.00768436,-0.0964036,-0.071962,-0.1837896,FALSE,0,0,0.53328188,0.42470732,-0.1118277,0
chr3:158105255-158105426,0.30268506,0.1512656,0.00792326,-0.1108559,-0.7699092,-1.244058,-0.8616411,-0.7032489,-0.8947143,0.08775449,FALSE,0,0,0.005194,0.00085269,0.9824688,0
chr3:158629910-158630081,-0.5178636,-0.5151112,-0.500979,-0.482948,-0.0497246,-0.0765955,-0.1901821,-0.1909307,-0.1268582,-0.5042254,FALSE,0,0,0.00737133,0.00148378,-0.3773672,0
chr3:158656945-158657116,-0.4215891,-0.4753074,-0.3405154,-0.1825439,-0.128324,-0.392993,-0.4834416,-0.2458818,-0.3126601,-0.354989,FALSE,0,0,0.7671621,0.69092348,-0.0423289,0
chr3:159859413-159859584,-1.7741495,-1.9831558,-1.642231,-1.81172,0.14268036,0.50565953,-0.1235504,-0.1954702,0.08232983,-1.8028141,FALSE,0,0,0.00295167,0.00034301,-1.8851439,0
chr3:160090607-160090778,0.29363357,0.34876579,0.4360073,0.26839676,0.03829829,0.00842092,0.29279996,0.30447081,0.16099749,0.33670085,FALSE,0,1,0.18899327,0.11238498,0.17570336,0
chr3:160281302-160281473,-0.0902596,0.04575289,0.19211661,-0.1004064,-0.2499374,-0.2976559,-0.0050229,0.02013562,-0.1331202,0.01180086,FALSE,0,0,0.3267624,0.22565215,0.14492101,0
chr3:160520731-160520902,0.81574075,0.65918401,0.45087167,0.56259363,0.09088135,0.2219596,0.08064043,0.25492448,0.16210147,0.62209752,FALSE,0,1,0.01504444,0.0040551,0.45999605,0
chr3:160903626-160903797,-0.3322141,-0.4077237,-0.2412948,0.00195213,-0.0911503,0.37739824,-0.1176843,-0.0626746,0.02647227,-0.2448201,FALSE,0,0,0.19777851,0.1189316,-0.2712924,0
chr3:16189213-16189384,0.02144307,0.04874575,0.0801507,-0.0117556,-0.3700103,-0.1212904,-0.3145447,-0.2170053,-0.2557127,0.03464598,FALSE,0,0,0.02693147,0.00892334,0.29035866,0
chr3:164183356-164183527,0.00210831,0.29306343,0.16324968,0.22381849,0.24315415,0.07960909,-0.0252648,-0.0296867,0.06695294,0.17055998,FALSE,0,1,0.39644919,0.28922417,0.10360703,0
chr3:166975740-166975911,-0.7018736,-0.7030702,-0.882673,-0.7408107,-0.3935682,-0.2603073,-0.3459369,-0.3234962,-0.3308271,-0.7571069,FALSE,0,0,0.00300557,0.00035205,-0.4262798,0
chr3:168058062-168058232,0.37553326,0.05023496,-0.0570832,-0.0588487,0.07306278,-0.0680216,0.09699524,-0.0546823,0.01183853,0.07745908,FALSE,0,0,0.6814816,0.58641672,0.06562055,0
chr3:169284201-169284372,0.3572447,-0.1168449,0.18508637,0.26802818,0.23173151,0.22831387,0.12483854,0.12311613,0.17700001,0.1733786,FALSE,1,1,0.98399377,0.97491843,-0.0036214,0
chr3:169668540-169668711,-0.0489252,-0.216803,-0.1040951,-0.2974522,-0.1044716,-0.0537668,-0.1039223,-0.1462566,-0.1021043,-0.1668189,FALSE,0,0,0.44966381,0.33882899,-0.0647146,0
chr3:170858207-170858378,-0.0966809,-0.1088943,-0.4166397,-0.2189668,-0.0780993,0.00850505,-0.3220456,-0.107539,-0.1247947,-0.2102954,FALSE,0,0,0.54242053,0.43436165,-0.0855007,0
chr3:172137437-172137608,0.07244427,-0.2417502,-0.3267618,-0.4173092,0.2640944,0.2837211,0.41246995,0.38915826,0.33736093,-0.2283442,FALSE,1,0,0.02691006,0.00894106,-0.5657052,0
chr3:172156573-172156744,-0.4798601,-0.0336036,0.20683638,-0.2535286,0.29182528,-0.1013022,0.05283408,-0.0206272,0.05568248,-0.140039,FALSE,0,0,0.41151603,0.30344207,-0.1957215,0
chr3:177293802-177293973,-0.5906734,-0.6647256,-0.8475731,-0.0802269,0.02882478,0.15178882,0.07215608,0.33917557,0.14798631,-0.5457998,FALSE,1,0,0.04485219,0.01746723,-0.6937861,1
chr3:177383025-177383196,0.05261263,-0.2322268,0.01226871,0.05797902,0.07786053,-0.0852867,0.00421207,0.19275539,0.04738531,-0.0273416,FALSE,0,0,0.54937555,0.44233789,-0.0747269,0
chr3:178883608-178883779,-0.1522048,-0.3271714,-0.2353759,-0.4245043,0.06226956,0.28344365,-0.0716071,0.03327836,0.07684611,-0.2848141,FALSE,0,0,0.02890671,0.00982442,-0.3616602,0
chr3:179279864-179280035,0.04595941,0.0722025,0.04600501,-0.0306985,0.10543373,-0.1570828,0.03735822,-0.0215777,-0.0089671,0.03336711,FALSE,0,0,0.62028386,0.52031189,0.04233424,0
