,Unnamed: 0,guide_chr,guide_start,guide_end,score,strand,protospacer_target,intended_target_region,gene_target,source,closest_gene,closest_dist,closest_gene_target,closest_dist_target
8476,8476,chr19,10881663,10881682,.,+,chr19:10881663-10881682(+),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8477,8477,chr19,10881708,10881727,.,-,chr19:10881708-10881727(-),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8478,8478,chr19,10881759,10881778,.,+,chr19:10881759-10881778(+),chr19:10881304-10881804,Element706,TF,CARM1,9125,SMARCA4,79476
8479,8479,chr19,10888431,10888450,.,+,chr19:10888431-10888450(+),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8480,8480,chr19,10888453,10888472,.,+,chr19:10888453-10888472(+),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8481,8481,chr19,10888488,10888507,.,-,chr19:10888488-10888507(-),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8482,8482,chr19,10888541,10888560,.,+,chr19:10888541-10888560(+),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8483,8483,chr19,10888613,10888632,.,-,chr19:10888613-10888632(-),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8484,8484,chr19,10888681,10888700,.,-,chr19:10888681-10888700(-),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8485,8485,chr19,10888692,10888711,.,-,chr19:10888692-10888711(-),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8486,8486,chr19,10888740,10888759,.,+,chr19:10888740-10888759(+),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8487,8487,chr19,10888798,10888817,.,+,chr19:10888798-10888817(+),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8488,8488,chr19,10888859,10888878,.,+,chr19:10888859-10888878(+),chr19:10888388-10888888,Element707,TF,CARM1,16209,SMARCA4,72392
8489,8489,chr19,10928507,10928526,.,-,chr19:10928507-10928526(-),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8490,8490,chr19,10928542,10928561,.,+,chr19:10928542-10928561(+),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8491,8491,chr19,10928602,10928621,.,-,chr19:10928602-10928621(-),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8492,8492,chr19,10928643,10928662,.,-,chr19:10928643-10928662(-),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8493,8493,chr19,10928693,10928712,.,+,chr19:10928693-10928712(+),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8494,8494,chr19,10928739,10928758,.,+,chr19:10928739-10928758(+),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8495,8495,chr19,10928794,10928813,.,+,chr19:10928794-10928813(+),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8496,8496,chr19,10928849,10928868,.,+,chr19:10928849-10928868(+),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8497,8497,chr19,10928905,10928924,.,+,chr19:10928905-10928924(+),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8498,8498,chr19,10928941,10928960,.,+,chr19:10928941-10928960(+),chr19:10928487-10928987,Element708,TF,TIMM29,74,SMARCA4,32293
8499,8499,chr19,10960689,10960708,.,-,chr19:10960689-10960708(-),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8500,8500,chr19,10960716,10960735,.,+,chr19:10960716-10960735(+),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8501,8501,chr19,10960772,10960791,.,+,chr19:10960772-10960791(+),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8502,8502,chr19,10960834,10960853,.,-,chr19:10960834-10960853(-),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8503,8503,chr19,10960884,10960903,.,+,chr19:10960884-10960903(+),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8504,8504,chr19,10960931,10960950,.,-,chr19:10960931-10960950(-),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8505,8505,chr19,10960957,10960976,.,+,chr19:10960957-10960976(+),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8506,8506,chr19,10961038,10961057,.,+,chr19:10961038-10961057(+),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8507,8507,chr19,10961052,10961071,.,-,chr19:10961052-10961071(-),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8508,8508,chr19,10961106,10961125,.,+,chr19:10961106-10961125(+),chr19:10960652-10961152,Element709,TF,SMARCA4,128,SMARCA4,128
8509,8509,chr19,10968791,10968810,.,+,chr19:10968791-10968810(+),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8510,8510,chr19,10968819,10968838,.,+,chr19:10968819-10968838(+),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8511,8511,chr19,10968869,10968888,.,+,chr19:10968869-10968888(+),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8512,8512,chr19,10968947,10968966,.,-,chr19:10968947-10968966(-),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8513,8513,chr19,10968989,10969008,.,-,chr19:10968989-10969008(-),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8514,8514,chr19,10969016,10969035,.,-,chr19:10969016-10969035(-),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8515,8515,chr19,10969075,10969094,.,+,chr19:10969075-10969094(+),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8516,8516,chr19,10969153,10969172,.,+,chr19:10969153-10969172(+),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8517,8517,chr19,10969165,10969184,.,+,chr19:10969165-10969184(+),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8518,8518,chr19,10969215,10969234,.,+,chr19:10969215-10969234(+),chr19:10968764-10969264,Element710,TF,SMARCA4,7704,SMARCA4,7704
8519,8519,chr19,11085422,11085441,.,-,chr19:11085422-11085441(-),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8520,8520,chr19,11085464,11085483,.,+,chr19:11085464-11085483(+),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8521,8521,chr19,11085531,11085550,.,+,chr19:11085531-11085550(+),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8522,8522,chr19,11085587,11085606,.,-,chr19:11085587-11085606(-),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8523,8523,chr19,11085630,11085649,.,-,chr19:11085630-11085649(-),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8524,8524,chr19,11085715,11085734,.,-,chr19:11085715-11085734(-),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8525,8525,chr19,11085738,11085757,.,-,chr19:11085738-11085757(-),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8526,8526,chr19,11085789,11085808,.,-,chr19:11085789-11085808(-),chr19:11085327-11085827,Element711,TF,LDLR,3886,SMARCA4,101453
8527,8527,chr19,11089169,11089188,.,+,chr19:11089169-11089188(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8528,8528,chr19,11089203,11089222,.,+,chr19:11089203-11089222(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8529,8529,chr19,11089272,11089291,.,+,chr19:11089272-11089291(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8530,8530,chr19,11089323,11089342,.,+,chr19:11089323-11089342(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8531,8531,chr19,11089353,11089372,.,+,chr19:11089353-11089372(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8532,8532,chr19,11089416,11089435,.,-,chr19:11089416-11089435(-),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8533,8533,chr19,11089453,11089472,.,+,chr19:11089453-11089472(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8534,8534,chr19,11089512,11089531,.,+,chr19:11089512-11089531(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8535,8535,chr19,11089557,11089576,.,-,chr19:11089557-11089576(-),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8536,8536,chr19,11089622,11089641,.,+,chr19:11089622-11089641(+),chr19:11089153-11089653,Element712,TF,LDLR,60,SMARCA4,105279
8537,8537,chr19,11090221,11090240,.,-,chr19:11090221-11090240(-),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8538,8538,chr19,11090258,11090277,.,+,chr19:11090258-11090277(+),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8539,8539,chr19,11090308,11090327,.,-,chr19:11090308-11090327(-),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8540,8540,chr19,11090358,11090377,.,-,chr19:11090358-11090377(-),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8541,8541,chr19,11090417,11090436,.,-,chr19:11090417-11090436(-),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8542,8542,chr19,11090465,11090484,.,-,chr19:11090465-11090484(-),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8543,8543,chr19,11090522,11090541,.,+,chr19:11090522-11090541(+),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8544,8544,chr19,11090564,11090583,.,+,chr19:11090564-11090583(+),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8545,8545,chr19,11090609,11090628,.,-,chr19:11090609-11090628(-),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8546,8546,chr19,11090660,11090679,.,-,chr19:11090660-11090679(-),chr19:11090208-11090708,Element713,TF,LDLR-AS1,799,SMARCA4,106334
8547,8547,chr19,12035102,12035121,.,-,chr19:12035102-12035121(-),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8548,8548,chr19,12035152,12035171,.,+,chr19:12035152-12035171(+),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8549,8549,chr19,12035198,12035217,.,+,chr19:12035198-12035217(+),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8550,8550,chr19,12035229,12035248,.,-,chr19:12035229-12035248(-),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8551,8551,chr19,12035314,12035333,.,+,chr19:12035314-12035333(+),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8552,8552,chr19,12035329,12035348,.,-,chr19:12035329-12035348(-),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8553,8553,chr19,12035380,12035399,.,+,chr19:12035380-12035399(+),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8554,8554,chr19,12035431,12035450,.,+,chr19:12035431-12035450(+),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8555,8555,chr19,12035526,12035545,.,-,chr19:12035526-12035545(-),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8556,8556,chr19,12035548,12035567,.,-,chr19:12035548-12035567(-),chr19:12035078-12035578,Element714,TF,ZNF433,351,ZNF20,105022
8557,8557,chr19,12035607,12035626,.,+,chr19:12035607-12035626(+),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8558,8558,chr19,12035645,12035664,.,-,chr19:12035645-12035664(-),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8559,8559,chr19,12035698,12035717,.,-,chr19:12035698-12035717(-),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8560,8560,chr19,12035764,12035783,.,-,chr19:12035764-12035783(-),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8561,8561,chr19,12035804,12035823,.,+,chr19:12035804-12035823(+),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8562,8562,chr19,12035869,12035888,.,+,chr19:12035869-12035888(+),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8563,8563,chr19,12035905,12035924,.,-,chr19:12035905-12035924(-),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8564,8564,chr19,12035961,12035980,.,-,chr19:12035961-12035980(-),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8565,8565,chr19,12036022,12036041,.,-,chr19:12036022-12036041(-),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8566,8566,chr19,12036063,12036082,.,+,chr19:12036063-12036082(+),chr19:12035595-12036095,Element715,TF,ZNF433,166,ZNF20,104505
8567,8567,chr19,12052666,12052685,.,-,chr19:12052666-12052685(-),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8568,8568,chr19,12052724,12052743,.,-,chr19:12052724-12052743(-),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8569,8569,chr19,12052760,12052779,.,-,chr19:12052760-12052779(-),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8570,8570,chr19,12052817,12052836,.,+,chr19:12052817-12052836(+),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8571,8571,chr19,12052873,12052892,.,+,chr19:12052873-12052892(+),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8572,8572,chr19,12052909,12052928,.,-,chr19:12052909-12052928(-),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8573,8573,chr19,12052954,12052973,.,-,chr19:12052954-12052973(-),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8574,8574,chr19,12053019,12053038,.,+,chr19:12053019-12053038(+),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8575,8575,chr19,12053052,12053071,.,-,chr19:12053052-12053071(-),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8576,8576,chr19,12053106,12053125,.,-,chr19:12053106-12053125(-),chr19:12052650-12053150,Element716,TF,ZNF878,61,ZNF20,87450
8577,8577,chr19,12064623,12064642,.,+,chr19:12064623-12064642(+),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8578,8578,chr19,12064659,12064678,.,+,chr19:12064659-12064678(+),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8579,8579,chr19,12064707,12064726,.,-,chr19:12064707-12064726(-),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8580,8580,chr19,12064747,12064766,.,-,chr19:12064747-12064766(-),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8581,8581,chr19,12064800,12064819,.,-,chr19:12064800-12064819(-),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8582,8582,chr19,12064876,12064895,.,+,chr19:12064876-12064895(+),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8583,8583,chr19,12064897,12064916,.,+,chr19:12064897-12064916(+),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8584,8584,chr19,12064960,12064979,.,+,chr19:12064960-12064979(+),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8585,8585,chr19,12065008,12065027,.,-,chr19:12065008-12065027(-),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8586,8586,chr19,12065057,12065076,.,+,chr19:12065057-12065076(+),chr19:12064597-12065097,Element717,TF,ZNF844,116,ZNF20,75503
8587,8587,chr19,12092063,12092082,.,+,chr19:12092063-12092082(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8588,8588,chr19,12092148,12092167,.,+,chr19:12092148-12092167(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8589,8589,chr19,12092163,12092182,.,+,chr19:12092163-12092182(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8590,8590,chr19,12092228,12092247,.,+,chr19:12092228-12092247(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8591,8591,chr19,12092254,12092273,.,+,chr19:12092254-12092273(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8592,8592,chr19,12092307,12092326,.,+,chr19:12092307-12092326(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8593,8593,chr19,12092395,12092414,.,-,chr19:12092395-12092414(-),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8594,8594,chr19,12092423,12092442,.,-,chr19:12092423-12092442(-),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8595,8595,chr19,12092482,12092501,.,+,chr19:12092482-12092501(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8596,8596,chr19,12092508,12092527,.,+,chr19:12092508-12092527(+),chr19:12092054-12092554,Element718,TF,ZNF788P,7,ZNF20,48046
8597,8597,chr19,12139957,12139976,.,-,chr19:12139957-12139976(-),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8598,8598,chr19,12140024,12140043,.,-,chr19:12140024-12140043(-),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8599,8599,chr19,12140064,12140083,.,+,chr19:12140064-12140083(+),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8600,8600,chr19,12140104,12140123,.,+,chr19:12140104-12140123(+),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8601,8601,chr19,12140148,12140167,.,-,chr19:12140148-12140167(-),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8602,8602,chr19,12140211,12140230,.,-,chr19:12140211-12140230(-),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8603,8603,chr19,12140251,12140270,.,+,chr19:12140251-12140270(+),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8604,8604,chr19,12140317,12140336,.,-,chr19:12140317-12140336(-),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8605,8605,chr19,12140354,12140373,.,+,chr19:12140354-12140373(+),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8606,8606,chr19,12140398,12140417,.,-,chr19:12140398-12140417(-),chr19:12139948-12140448,Element719,TF,ZNF20,152,ZNF20,152
8607,8607,chr19,12156390,12156409,.,+,chr19:12156390-12156409(+),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8608,8608,chr19,12156444,12156463,.,-,chr19:12156444-12156463(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8609,8609,chr19,12156477,12156496,.,-,chr19:12156477-12156496(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8610,8610,chr19,12156524,12156543,.,-,chr19:12156524-12156543(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8611,8611,chr19,12156592,12156611,.,-,chr19:12156592-12156611(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8612,8612,chr19,12156626,12156645,.,+,chr19:12156626-12156645(+),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8613,8613,chr19,12156665,12156684,.,-,chr19:12156665-12156684(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8614,8614,chr19,12156753,12156772,.,-,chr19:12156753-12156772(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8615,8615,chr19,12156789,12156808,.,-,chr19:12156789-12156808(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8616,8616,chr19,12156813,12156832,.,-,chr19:12156813-12156832(-),chr19:12156358-12156858,Element720,TF,ZNF625-ZNF20,123,ZNF20,16258
8617,8617,chr19,12162843,12162862,.,+,chr19:12162843-12162862(+),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8618,8618,chr19,12162923,12162942,.,+,chr19:12162923-12162942(+),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8619,8619,chr19,12162954,12162973,.,+,chr19:12162954-12162973(+),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8620,8620,chr19,12162981,12163000,.,-,chr19:12162981-12163000(-),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8621,8621,chr19,12163033,12163052,.,+,chr19:12163033-12163052(+),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8622,8622,chr19,12163079,12163098,.,-,chr19:12163079-12163098(-),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8623,8623,chr19,12163151,12163170,.,+,chr19:12163151-12163170(+),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8624,8624,chr19,12163218,12163237,.,+,chr19:12163218-12163237(+),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8625,8625,chr19,12163254,12163273,.,+,chr19:12163254-12163273(+),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8626,8626,chr19,12163284,12163303,.,-,chr19:12163284-12163303(-),chr19:12162828-12163328,Element721,TF,ZNF136,18,ZNF20,22728
8627,8627,chr19,12293706,12293725,.,+,chr19:12293706-12293725(+),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8628,8628,chr19,12293758,12293777,.,+,chr19:12293758-12293777(+),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8629,8629,chr19,12293797,12293816,.,-,chr19:12293797-12293816(-),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8630,8630,chr19,12293854,12293873,.,-,chr19:12293854-12293873(-),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8631,8631,chr19,12293893,12293912,.,-,chr19:12293893-12293912(-),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8632,8632,chr19,12293985,12294004,.,-,chr19:12293985-12294004(-),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8633,8633,chr19,12294023,12294042,.,+,chr19:12294023-12294042(+),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8634,8634,chr19,12294051,12294070,.,-,chr19:12294051-12294070(-),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8635,8635,chr19,12294106,12294125,.,+,chr19:12294106-12294125(+),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8636,8636,chr19,12294160,12294179,.,-,chr19:12294160-12294179(-),chr19:12293693-12294193,Element722,TF,ZNF44,669,ZNF20,153593
8637,8637,chr19,12294623,12294642,.,-,chr19:12294623-12294642(-),chr19:12294594-12295094,Element723,TF,ZNF44,39,ZNF20,154494
8638,8638,chr19,12294653,12294672,.,-,chr19:12294653-12294672(-),chr19:12294594-12295094,Element723,TF,ZNF44,39,ZNF20,154494
8639,8639,chr19,12294722,12294741,.,-,chr19:12294722-12294741(-),chr19:12294594-12295094,Element723,TF,ZNF44,39,ZNF20,154494
8640,8640,chr19,12294750,12294769,.,-,chr19:12294750-12294769(-),chr19:12294594-12295094,Element723,TF,ZNF44,39,ZNF20,154494
8641,8641,chr19,12294801,12294820,.,+,chr19:12294801-12294820(+),chr19:12294594-12295094,Element723,TF,ZNF44,39,ZNF20,154494
8642,8642,chr19,12294869,12294888,.,-,chr19:12294869-12294888(-),chr19:12294594-12295094,Element723,TF,ZNF44,39,ZNF20,154494
