,pval_outlier,target_region,target_name
chr17:42653893-42653912(+),1.0,chr17:42653616-42654116,Element607
chr17:42653922-42653941(-),1.0,chr17:42653616-42654116,Element607
chr17:42654004-42654023(-),1.0,chr17:42653616-42654116,Element607
chr17:42654019-42654038(+),1.0,chr17:42653616-42654116,Element607
chr17:42654074-42654093(-),1.0,chr17:42653616-42654116,Element607
chr17:42654196-42654215(+),0.9875,chr17:42654120-42654620,Element608
chr17:42654332-42654351(+),0.9875,chr17:42654120-42654620,Element608
chr17:42654384-42654403(-),0.2239,chr17:42654120-42654620,Element608
chr17:42654541-42654560(+),0.9366,chr17:42654120-42654620,Element608
chr17:42659077-42659096(+),0.9858,chr17:42659055-42659952,Element609
chr17:42659180-42659199(-),0.7925,chr17:42659055-42659952,Element609
chr17:42659276-42659295(-),0.9991,chr17:42659055-42659952,Element609
chr17:42659322-42659341(+),0.3757,chr17:42659055-42659952,Element609
chr17:42659509-42659528(-),0.8515,chr17:42659055-42659952,Element609
chr17:42659686-42659705(+),0.9333,chr17:42659055-42659952,Element609
chr17:42659829-42659848(-),0.9961,chr17:42659055-42659952,Element609
chr17:42676926-42676945(+),0.9863,chr17:42676919-42677419,Element610
chr17:42676987-42677006(-),0.8264,chr17:42676919-42677419,Element610
chr17:42677036-42677055(+),1.0,chr17:42676919-42677419,Element610
chr17:42677083-42677102(+),0.9305,chr17:42676919-42677419,Element610
chr17:42677267-42677286(+),0.9305,chr17:42676919-42677419,Element610
chr17:42677325-42677344(-),0.8685,chr17:42676919-42677419,Element610
chr17:42677374-42677393(-),0.9998,chr17:42676919-42677419,Element610
chr17:42678144-42678163(+),0.3757,chr17:42678137-42678637,Element611
chr17:42678219-42678238(+),0.9991,chr17:42678137-42678637,Element611
chr17:42678294-42678313(-),0.641,chr17:42678137-42678637,Element611
chr17:42678405-42678424(-),0.9961,chr17:42678137-42678637,Element611
chr17:42678486-42678505(-),0.9751,chr17:42678137-42678637,Element611
chr17:42678497-42678516(-),0.8515,chr17:42678137-42678637,Element611
chr17:42678597-42678616(+),0.9751,chr17:42678137-42678637,Element611
chr17:42682263-42682282(-),0.0657,chr17:42682250-42682750,Element612
chr17:42682322-42682341(-),0.9343,chr17:42682250-42682750,Element612
chr17:42682432-42682451(+),0.2737,chr17:42682250-42682750,Element612
chr17:42682461-42682480(-),0.9343,chr17:42682250-42682750,Element612
chr17:42682501-42682520(+),0.9829,chr17:42682250-42682750,Element612
chr17:42682602-42682621(+),0.5,chr17:42682250-42682750,Element612
chr17:42682660-42682679(+),0.9651,chr17:42682250-42682750,Element612
chr17:42699079-42699098(-),0.9984,chr17:42699065-42699565,Element613
chr17:42699225-42699244(+),1.0,chr17:42699065-42699565,Element613
chr17:42699266-42699285(+),0.9995,chr17:42699065-42699565,Element613
chr17:42699362-42699381(-),0.9971,chr17:42699065-42699565,Element613
chr17:42699383-42699402(+),0.9672,chr17:42699065-42699565,Element613
chr17:42699448-42699467(+),0.8685,chr17:42699065-42699565,Element613
chr17:42699473-42699492(-),0.5193,chr17:42699065-42699565,Element613
chr17:48488650-48488669(-),1.0,chr17:48488626-48489126,Element614
chr17:48488730-48488749(+),0.9984,chr17:48488626-48489126,Element614
chr17:48488842-48488861(+),0.5894,chr17:48488626-48489126,Element614
chr17:48488888-48488907(+),0.9949,chr17:48488626-48489126,Element614
chr17:48488936-48488955(+),0.9031,chr17:48488626-48489126,Element614
chr17:48489010-48489029(+),0.9863,chr17:48488626-48489126,Element614
chr17:48489043-48489062(+),0.2549,chr17:48488626-48489126,Element614
chr17:48489084-48489103(+),0.1175,chr17:48488626-48489126,Element614
chr17:48500981-48501000(-),0.641,chr17:48500954-48501454,Element615
chr17:48501115-48501134(+),0.9858,chr17:48500954-48501454,Element615
chr17:48501213-48501232(-),0.9582,chr17:48500954-48501454,Element615
chr17:48501284-48501303(+),0.9961,chr17:48500954-48501454,Element615
chr17:48501352-48501371(-),0.9961,chr17:48500954-48501454,Element615
chr17:48501369-48501388(-),0.641,chr17:48500954-48501454,Element615
chr17:48501414-48501433(+),0.3757,chr17:48500954-48501454,Element615
chr17:48503675-48503694(+),0.7767,chr17:48503647-48504147,Element616
chr17:48503704-48503723(-),0.9785,chr17:48503647-48504147,Element616
chr17:48503748-48503767(-),0.3799,chr17:48503647-48504147,Element616
chr17:48503828-48503847(+),0.062,chr17:48503647-48504147,Element616
chr17:48503884-48503903(-),0.9984,chr17:48503647-48504147,Element616
chr17:48503909-48503928(-),0.9998,chr17:48503647-48504147,Element616
chr17:48504016-48504035(+),0.9991,chr17:48503647-48504147,Element616
chr17:48504085-48504104(-),1.0,chr17:48503647-48504147,Element616
chr17:48522123-48522142(+),0.9984,chr17:48522086-48522586,Element617
chr17:48522158-48522177(+),0.9516,chr17:48522086-48522586,Element617
chr17:48522250-48522269(+),0.9949,chr17:48522086-48522586,Element617
chr17:48522309-48522328(+),1.0,chr17:48522086-48522586,Element617
chr17:48522424-48522443(+),0.6569,chr17:48522086-48522586,Element617
chr17:48522459-48522478(-),0.2549,chr17:48522086-48522586,Element617
chr17:48522496-48522515(-),0.9863,chr17:48522086-48522586,Element617
chr17:48522552-48522571(+),0.9031,chr17:48522086-48522586,Element617
chr17:48527048-48527067(+),0.2737,chr17:48527041-48527874,Element618
chr17:48527209-48527228(+),0.9829,chr17:48527041-48527874,Element618
chr17:48527290-48527309(-),0.9988,chr17:48527041-48527874,Element618
chr17:48527465-48527484(-),0.6182,chr17:48527041-48527874,Element618
chr17:48527582-48527601(-),0.114,chr17:48527041-48527874,Element618
chr17:48527701-48527720(-),0.9343,chr17:48527041-48527874,Element618
chr17:48527765-48527784(-),0.114,chr17:48527041-48527874,Element618
chr17:48528487-48528506(-),0.9984,chr17:48528460-48528960,Element619
chr17:48528535-48528554(+),1.0,chr17:48528460-48528960,Element619
chr17:48528572-48528591(+),0.9995,chr17:48528460-48528960,Element619
chr17:48528645-48528664(+),0.9516,chr17:48528460-48528960,Element619
chr17:48528672-48528691(-),0.2017,chr17:48528460-48528960,Element619
chr17:48528737-48528756(-),0.5894,chr17:48528460-48528960,Element619
chr17:48528823-48528842(-),0.5894,chr17:48528460-48528960,Element619
chr17:48528911-48528930(+),0.9999,chr17:48528460-48528960,Element619
chr17:48529111-48529130(+),0.9672,chr17:48529091-48529591,Element620
chr17:48529155-48529174(+),0.9915,chr17:48529091-48529591,Element620
chr17:48529251-48529270(-),0.9999,chr17:48529091-48529591,Element620
chr17:48529361-48529380(-),0.9971,chr17:48529091-48529591,Element620
chr17:48529403-48529422(-),0.8264,chr17:48529091-48529591,Element620
chr17:48529443-48529462(+),0.9915,chr17:48529091-48529591,Element620
chr17:48529526-48529545(-),0.9991,chr17:48529091-48529591,Element620
chr17:48530846-48530865(+),0.7198,chr17:48530839-48531339,Element621
chr17:48530892-48530911(-),0.7198,chr17:48530839-48531339,Element621
chr17:48530948-48530967(-),0.9785,chr17:48530839-48531339,Element621
chr17:48531019-48531038(-),0.9991,chr17:48530839-48531339,Element621
chr17:48531064-48531083(+),0.9998,chr17:48530839-48531339,Element621
chr17:48531139-48531158(-),0.9305,chr17:48530839-48531339,Element621
chr17:48531226-48531245(+),0.9949,chr17:48530839-48531339,Element621
chr17:48531309-48531328(-),0.5193,chr17:48530839-48531339,Element621
chr17:48578318-48578337(-),0.9651,chr17:48578226-48578726,Element622
chr17:48578396-48578415(-),0.0657,chr17:48578226-48578726,Element622
chr17:48578560-48578579(+),0.9988,chr17:48578226-48578726,Element622
chr17:48578611-48578630(-),0.5,chr17:48578226-48578726,Element622
chr17:48578647-48578666(+),1.0,chr17:48578226-48578726,Element622
chr17:48578676-48578695(-),0.9651,chr17:48578226-48578726,Element622
chr17:49647184-49647203(+),0.57,chr17:49646955-49647455,Element623
chr17:49647224-49647243(+),0.57,chr17:49646955-49647455,Element623
chr17:49647409-49647428(+),0.95,chr17:49646955-49647455,Element623
chr17:49677668-49677687(+),0.9785,chr17:49677646-49678146,Element624
chr17:49677718-49677737(+),0.5894,chr17:49677646-49678146,Element624
chr17:49677755-49677774(+),0.9915,chr17:49677646-49678146,Element624
chr17:49677811-49677830(+),0.9949,chr17:49677646-49678146,Element624
chr17:49677851-49677870(+),1.0,chr17:49677646-49678146,Element624
chr17:49677923-49677942(+),0.9785,chr17:49677646-49678146,Element624
chr17:49677969-49677988(-),0.0864,chr17:49677646-49678146,Element624
chr17:49678007-49678026(-),0.9995,chr17:49677646-49678146,Element624
chr17:49691710-49691729(+),0.9031,chr17:49691689-49692189,Element625
chr17:49691763-49691782(+),0.1559,chr17:49691689-49692189,Element625
chr17:49691803-49691822(+),1.0,chr17:49691689-49692189,Element625
chr17:49691840-49691859(-),0.9995,chr17:49691689-49692189,Element625
chr17:49691932-49691951(+),0.4487,chr17:49691689-49692189,Element625
chr17:49692000-49692019(+),0.9971,chr17:49691689-49692189,Element625
chr17:49692091-49692110(+),0.8264,chr17:49691689-49692189,Element625
chr17:49692147-49692166(+),0.9949,chr17:49691689-49692189,Element625
chr17:49707980-49707999(+),1.0,chr17:49707933-49708433,Element626
chr17:49707998-49708017(+),1.0,chr17:49707933-49708433,Element626
chr17:49708050-49708069(+),1.0,chr17:49707933-49708433,Element626
chr17:49708133-49708152(-),1.0,chr17:49707933-49708433,Element626
chr17:49708186-49708205(-),1.0,chr17:49707933-49708433,Element626
chr17:49708244-49708263(-),1.0,chr17:49707933-49708433,Element626
chr17:49708311-49708330(+),1.0,chr17:49707933-49708433,Element626
chr17:49708334-49708353(+),1.0,chr17:49707933-49708433,Element626
chr17:49708407-49708426(-),1.0,chr17:49707933-49708433,Element626
chr17:49739621-49739640(+),0.9949,chr17:49739597-49740097,Element627
chr17:49739690-49739709(-),0.9984,chr17:49739597-49740097,Element627
chr17:49739710-49739729(+),0.1559,chr17:49739597-49740097,Element627
chr17:49739748-49739767(+),0.2549,chr17:49739597-49740097,Element627
chr17:49739827-49739846(+),0.9991,chr17:49739597-49740097,Element627
chr17:49739863-49739882(-),0.9949,chr17:49739597-49740097,Element627
chr17:49739955-49739974(+),0.9949,chr17:49739597-49740097,Element627
chr17:49740048-49740067(-),0.9971,chr17:49739597-49740097,Element627
chr17:49763846-49763865(+),0.9031,chr17:49763822-49764322,Element628
chr17:49763903-49763922(+),0.6569,chr17:49763822-49764322,Element628
chr17:49764004-49764023(+),0.7767,chr17:49763822-49764322,Element628
chr17:49764045-49764064(-),0.9915,chr17:49763822-49764322,Element628
chr17:49764114-49764133(-),0.9949,chr17:49763822-49764322,Element628
chr17:49764128-49764147(+),0.9991,chr17:49763822-49764322,Element628
chr17:49764187-49764206(-),0.9785,chr17:49763822-49764322,Element628
chr17:49764291-49764310(-),0.8264,chr17:49763822-49764322,Element628
chr17:49788372-49788391(-),0.8264,chr17:49788362-49788862,Element629
chr17:49788426-49788445(-),0.9915,chr17:49788362-49788862,Element629
chr17:49788526-49788545(-),0.9998,chr17:49788362-49788862,Element629
chr17:49788562-49788581(+),0.9999,chr17:49788362-49788862,Element629
chr17:49788614-49788633(-),0.5193,chr17:49788362-49788862,Element629
chr17:49788670-49788689(-),0.9971,chr17:49788362-49788862,Element629
chr17:49788765-49788784(-),0.9031,chr17:49788362-49788862,Element629
chr17:49788956-49788975(-),1.0,chr17:49788935-49789435,Element630
chr17:49789000-49789019(+),1.0,chr17:49788935-49789435,Element630
chr17:49789054-49789073(-),1.0,chr17:49788935-49789435,Element630
chr17:49789136-49789155(-),1.0,chr17:49788935-49789435,Element630
chr17:49789203-49789222(-),1.0,chr17:49788935-49789435,Element630
chr17:49789272-49789291(+),1.0,chr17:49788935-49789435,Element630
chr17:49789286-49789305(-),1.0,chr17:49788935-49789435,Element630
chr17:49789360-49789379(-),1.0,chr17:49788935-49789435,Element630
chr17:49789409-49789428(+),1.0,chr17:49788935-49789435,Element630
chr17:49815929-49815948(-),1.0,chr17:49815888-49816388,Element631
chr17:49815944-49815963(-),1.0,chr17:49815888-49816388,Element631
chr17:49816014-49816033(-),1.0,chr17:49815888-49816388,Element631
chr17:49816052-49816071(-),1.0,chr17:49815888-49816388,Element631
chr17:49816134-49816153(-),1.0,chr17:49815888-49816388,Element631
chr17:49816142-49816161(-),1.0,chr17:49815888-49816388,Element631
chr17:49816189-49816208(+),1.0,chr17:49815888-49816388,Element631
chr17:49816258-49816277(+),1.0,chr17:49815888-49816388,Element631
chr17:49816288-49816307(-),1.0,chr17:49815888-49816388,Element631
chr17:49865670-49865689(+),0.9999,chr17:49865590-49866090,Element632
chr17:49865806-49865825(-),0.9998,chr17:49865590-49866090,Element632
chr17:49865884-49865903(-),1.0,chr17:49865590-49866090,Element632
chr17:49865913-49865932(+),1.0,chr17:49865590-49866090,Element632
chr17:49865995-49866014(-),0.9672,chr17:49865590-49866090,Element632
chr17:56521515-56521534(+),0.9971,chr17:56521430-56521930,Element633
chr17:56521642-56521661(+),0.9971,chr17:56521430-56521930,Element633
chr17:56521691-56521710(+),0.9998,chr17:56521430-56521930,Element633
chr17:56521755-56521774(-),0.9991,chr17:56521430-56521930,Element633
chr17:56521781-56521800(+),0.1175,chr17:56521430-56521930,Element633
chr17:56521835-56521854(+),0.9998,chr17:56521430-56521930,Element633
chr17:56521892-56521911(-),0.9999,chr17:56521430-56521930,Element633
chr17:56540784-56540803(-),0.5536,chr17:56540748-56541248,Element634
chr17:56540843-56540862(+),0.641,chr17:56540748-56541248,Element634
chr17:56540859-56540878(-),0.8982,chr17:56540748-56541248,Element634
chr17:56540903-56540922(+),0.9333,chr17:56540748-56541248,Element634
chr17:56540961-56540980(-),0.8515,chr17:56540748-56541248,Element634
chr17:56541051-56541070(-),0.8982,chr17:56540748-56541248,Element634
chr17:56541100-56541119(-),1.0,chr17:56540748-56541248,Element634
chr17:56577885-56577904(-),0.8685,chr17:56577831-56578331,Element635
chr17:56577989-56578008(+),0.9516,chr17:56577831-56578331,Element635
chr17:56578044-56578063(-),1.0,chr17:56577831-56578331,Element635
chr17:56578123-56578142(-),1.0,chr17:56577831-56578331,Element635
chr17:56578211-56578230(-),0.8685,chr17:56577831-56578331,Element635
chr17:56578237-56578256(-),0.9915,chr17:56577831-56578331,Element635
chr17:56578291-56578310(+),0.9915,chr17:56577831-56578331,Element635
chr17:56592562-56592581(+),0.9863,chr17:56592532-56593032,Element636
chr17:56592595-56592614(+),0.8264,chr17:56592532-56593032,Element636
chr17:56592632-56592651(+),0.9863,chr17:56592532-56593032,Element636
chr17:56592698-56592717(-),0.9031,chr17:56592532-56593032,Element636
chr17:56592737-56592756(-),0.7198,chr17:56592532-56593032,Element636
chr17:56592799-56592818(+),0.8685,chr17:56592532-56593032,Element636
chr17:56592853-56592872(-),0.9999,chr17:56592532-56593032,Element636
chr17:56592888-56592907(+),0.9785,chr17:56592532-56593032,Element636
chr17:56593501-56593520(-),0.2938,chr17:56593447-56594447,Element637
chr17:56593683-56593702(+),0.7217,chr17:56593447-56594447,Element637
chr17:56593941-56593960(-),0.5536,chr17:56593447-56594447,Element637
chr17:56594054-56594073(-),0.9999,chr17:56593447-56594447,Element637
chr17:56594157-56594176(-),0.9991,chr17:56593447-56594447,Element637
chr17:56594247-56594266(+),0.9333,chr17:56593447-56594447,Element637
chr17:56594349-56594368(-),0.9582,chr17:56593447-56594447,Element637
chr17:56596135-56596154(-),0.6569,chr17:56596114-56596614,Element638
chr17:56596214-56596233(-),1.0,chr17:56596114-56596614,Element638
chr17:56596308-56596327(-),0.9999,chr17:56596114-56596614,Element638
chr17:56596408-56596427(-),0.5894,chr17:56596114-56596614,Element638
chr17:56596442-56596461(+),0.9672,chr17:56596114-56596614,Element638
chr17:56596471-56596490(+),0.0864,chr17:56596114-56596614,Element638
chr17:56596545-56596564(-),1.0,chr17:56596114-56596614,Element638
chr17:58219110-58219129(+),0.9915,chr17:58219083-58219583,Element639
chr17:58219196-58219215(-),1.0,chr17:58219083-58219583,Element639
chr17:58219238-58219257(+),0.0864,chr17:58219083-58219583,Element639
chr17:58219388-58219407(+),0.4487,chr17:58219083-58219583,Element639
chr17:58219434-58219453(-),0.9984,chr17:58219083-58219583,Element639
chr17:58219517-58219536(-),1.0,chr17:58219083-58219583,Element639
chr17:58219543-58219562(+),0.5193,chr17:58219083-58219583,Element639
chr17:58324335-58324354(-),1.0,chr17:58324325-58324825,Element640
chr17:58324389-58324408(-),1.0,chr17:58324325-58324825,Element640
chr17:58324432-58324451(+),1.0,chr17:58324325-58324825,Element640
chr17:58324528-58324547(-),1.0,chr17:58324325-58324825,Element640
chr17:58324629-58324648(+),1.0,chr17:58324325-58324825,Element640
chr17:58324686-58324705(-),1.0,chr17:58324325-58324825,Element640
chr17:58324731-58324750(+),1.0,chr17:58324325-58324825,Element640
chr17:58324781-58324800(+),1.0,chr17:58324325-58324825,Element640
chr17:58337986-58338005(-),0.9998,chr17:58337944-58338444,Element641
chr17:58337996-58338015(+),0.9999,chr17:58337944-58338444,Element641
chr17:58338074-58338093(-),0.1559,chr17:58337944-58338444,Element641
chr17:58338102-58338121(+),0.9995,chr17:58337944-58338444,Element641
chr17:58338220-58338239(+),0.0864,chr17:58337944-58338444,Element641
chr17:58338319-58338338(+),0.9516,chr17:58337944-58338444,Element641
chr17:58338354-58338373(+),0.9031,chr17:58337944-58338444,Element641
chr17:58338403-58338422(+),0.9998,chr17:58337944-58338444,Element641
chr17:58338759-58338778(-),0.9863,chr17:58338735-58339491,Element642
chr17:58338854-58338873(+),0.7767,chr17:58338735-58339491,Element642
chr17:58338904-58338923(-),0.9305,chr17:58338735-58339491,Element642
chr17:58338998-58339017(+),0.2017,chr17:58338735-58339491,Element642
chr17:58339057-58339076(-),0.9672,chr17:58338735-58339491,Element642
chr17:58339170-58339189(+),1.0,chr17:58338735-58339491,Element642
