,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log,region_name,source,is_enhancer
chr18:58611689-58612189,0.8544921875,0.786,1.00048828125,0.587,0.990966796875,0.64,0.882568359375,0.721,0.7427978515625,0.883,1.0181884765625,0.607,0.878662109375,0.717,0.751708984375,0.877,0.9864501953125,0.608,1.5445556640625,0.211,1.351806640625,0.309,1.0697021484375,0.531,1.7635498046875,0.131,0.56201171875,0.98,1.339599609375,0.31,0.838134765625,0.759,0.8209228515625,0.798,1.3388671875,0.322,0.6201171875,0.938,0.7705078125,0.837,0.6275999999999999,0.25212745314935253,1.006304931640625,0.31310859514524403,0.2023101452154073,0.0027296010601587073,Element683,TimeDep,True
chr18:58618750-58619250,2.7177734375,0.019,2.99072265625,0.016,3.5955810546875,0.0,1.5860595703125,0.204,2.789306640625,0.01,3.660888671875,0.006,2.8116455078125,0.024,3.61865234375,0.006,2.0355224609375,0.06,4.119140625,0.001,3.632080078125,0.0,2.3175048828125,0.033,5.213134765625,0.0,1.694091796875,0.173,4.5439453125,0.001,3.172119140625,0.008,3.1256103515625,0.012,1.15380859375,0.44,2.4456787109375,0.042,2.1693115234375,0.066,0.05605000000000001,0.10630070307238901,2.96962890625,1.020858649470206,1.2513469065757326,0.4727021819646059,Element684,TimeDep,True
chr18:58628660-58629660,2.0687255859375,0.191,2.3048095703125,0.12,2.33642578125,0.128,1.9254150390625,0.222,2.2509765625,0.129,2.6202392578125,0.093,2.21826171875,0.15,2.871826171875,0.053,2.3580322265625,0.095,3.6282958984375,0.01,2.632080078125,0.086,2.3087158203125,0.114,4.6064453125,0.003,1.961669921875,0.184,3.676513671875,0.02,2.24072265625,0.141,2.05712890625,0.169,1.7354736328125,0.293,2.3759765625,0.099,2.0654296875,0.172,0.12360000000000002,0.07220832434881147,2.512158203125,0.7027231355202823,0.9079463935745247,0.40004698561482366,Element685,TimeDep,True
chr18:58639994-58640494,1.5318603515625,0.281,1.7576904296875,0.155,2.1982421875,0.08,1.3121337890625,0.389,1.7484130859375,0.161,1.957275390625,0.122,1.506591796875,0.29,2.3154296875,0.057,1.4766845703125,0.279,2.614501953125,0.028,1.9132080078125,0.119,1.748291015625,0.195,3.6573486328125,0.007,1.4906005859375,0.266,3.1602783203125,0.011,1.7408447265625,0.176,1.4482421875,0.326,1.59033203125,0.241,1.4483642578125,0.297,1.5382080078125,0.265,0.18725000000000006,0.11311702138191136,1.90772705078125,0.6138742937051387,0.7275549809510236,0.280516237863226,Element686,TimeDep,True
chr18:58641201-58641701,1.91357421875,0.475,1.9141845703125,0.415,3.1976318359375,0.068,2.2445068359375,0.272,2.226318359375,0.317,1.884521484375,0.475,2.19580078125,0.315,3.0806884765625,0.084,2.404296875,0.207,2.7314453125,0.153,2.6260986328125,0.165,1.986572265625,0.389,3.9583740234375,0.026,2.162841796875,0.295,3.573974609375,0.046,2.268798828125,0.258,2.7762451171875,0.136,1.31982421875,0.802,1.6534423828125,0.554,1.77099609375,0.52,0.2986,0.20076364736989402,2.3945068359375,0.6651786843372101,0.5248956524981372,0.37921608122230877,Element687,TimeDep,True
chr18:58671310-58671810,6.8533935546875,0.0,7.2611083984375,0.0,5.6322021484375,0.0,4.55908203125,0.0,6.10546875,0.001,7.3724365234375,0.0,6.345703125,0.0,6.015869140625,0.0,5.1571044921875,0.0,8.4163818359375,0.0,7.9571533203125,0.0,6.1595458984375,0.0,8.9515380859375,0.0,4.728759765625,0.0,6.17626953125,0.0,6.24462890625,0.0,6.7735595703125,0.0,4.76708984375,0.0,6.111328125,0.0,5.627685546875,0.0,5e-05,0.00022360679774997898,6.3608154296875,1.192833919148474,4.221848749616356,0.8035127939366657,Element688,TimeDep,True
chr18:58694857-58695357,17.835205078125,0.0,19.0994873046875,0.0,17.9027099609375,0.0,13.64306640625,0.0,17.5445556640625,0.0,19.6910400390625,0.0,18.4521484375,0.0,18.6256103515625,0.0,15.400146484375,0.0,21.5133056640625,0.0,20.563720703125,0.0,17.3106689453125,0.0,23.7586669921875,0.0,14.075439453125,0.0,19.7779541015625,0.0,18.9342041015625,0.0,18.3154296875,0.0,13.9017333984375,0.0,15.981201171875,0.0,14.75927734375,0.0,0.0,0.0,17.854278564453125,2.6525889582263056,5.0,1.2517423064018325,Element689,TimeDep,True
chr18:79960107-79960607,7.879638671875,0.0,8.79736328125,0.0,10.3148193359375,0.0,5.8167724609375,0.001,8.5133056640625,0.0,9.095458984375,0.0,8.3258056640625,0.0,9.822509765625,0.0,7.042724609375,0.0,10.5028076171875,0.0,10.1806640625,0.0,7.6519775390625,0.0,12.565185546875,0.0,6.1690673828125,0.001,11.4163818359375,0.0,9.50244140625,0.0,8.917236328125,0.0,5.5335693359375,0.002,6.7535400390625,0.001,6.36279296875,0.0,0.00025,0.0005501196042201808,8.558203125,1.9299892782945187,3.585026652029182,0.9323825900492629,Element690,TF,True
chr18:79988187-79988687,2.175537109375,0.471,2.768798828125,0.238,1.9599609375,0.568,2.475341796875,0.304,2.2919921875,0.439,2.4202880859375,0.392,1.9678955078125,0.541,1.7142333984375,0.748,2.3212890625,0.379,3.2001953125,0.163,2.3580322265625,0.395,2.850830078125,0.186,3.4932861328125,0.128,2.437744140625,0.317,2.239013671875,0.414,1.627197265625,0.755,2.1439208984375,0.467,3.30126953125,0.107,2.6474609375,0.263,2.7379150390625,0.262,0.37684999999999996,0.18328185800477964,2.456610107421875,0.49817159797602656,0.4238199562122833,0.39033623436706494,Element691,TF,True
chr18:79988772-79989272,16.916259765625,0.0,19.193359375,0.0,17.3248291015625,0.003,14.099853515625,0.003,17.9591064453125,0.0,18.9176025390625,0.001,17.54736328125,0.002,18.8270263671875,0.0,16.19775390625,0.001,21.7022705078125,0.0,19.385009765625,0.0,17.4239501953125,0.0,23.5833740234375,0.0,14.482177734375,0.001,20.058837890625,0.0,18.416748046875,0.0,17.45703125,0.0,13.713623046875,0.003,15.749755859375,0.002,14.3834228515625,0.003,0.00095,0.0012343760409722461,17.6669677734375,2.531460926000214,3.0177287669604316,1.2471620168374276,Element692,TF,True
chr18:80033929-80034429,0.8619384765625,0.65,0.8016357421875,0.727,1.53466796875,0.149,1.5406494140625,0.112,0.78466796875,0.772,0.6689453125,0.877,0.898193359375,0.617,1.427001953125,0.194,1.3524169921875,0.211,1.000732421875,0.491,1.012451171875,0.476,0.9150390625,0.579,1.90185546875,0.044,1.613525390625,0.116,1.8338623046875,0.053,0.9158935546875,0.601,0.9215087890625,0.576,1.500732421875,0.158,1.2642822265625,0.274,1.2313232421875,0.273,0.3974999999999999,0.26579107347095404,1.199066162109375,0.3696849697996546,0.40065194149759475,0.07884314727421127,Element693,TF,True
chr18:80104303-80104803,1.427978515625,0.326,1.02099609375,0.683,1.0247802734375,0.683,2.107666015625,0.084,1.0762939453125,0.624,1.114501953125,0.612,1.05908203125,0.631,0.8360595703125,0.848,1.5963134765625,0.256,0.86669921875,0.826,1.0859375,0.64,1.2650146484375,0.428,0.7908935546875,0.881,1.874755859375,0.145,0.689208984375,0.948,0.81298828125,0.864,1.1319580078125,0.566,2.1763916015625,0.066,1.544677734375,0.275,1.8892822265625,0.122,0.5254000000000001,0.29062498896434613,1.269573974609375,0.45232219728788176,0.2795016656506534,0.10365801110077287,Element694,TF,True
chr18:80108863-80109363,1.7044677734375,0.249,1.7960205078125,0.185,2.903076171875,0.019,1.915771484375,0.136,2.09033203125,0.102,1.9630126953125,0.147,1.8466796875,0.166,2.768310546875,0.029,1.8082275390625,0.185,2.739501953125,0.039,2.76611328125,0.038,1.6895751953125,0.261,3.727294921875,0.003,1.58935546875,0.273,3.1885986328125,0.021,2.1026611328125,0.119,2.51953125,0.054,1.222900390625,0.55,1.6593017578125,0.25,1.71923828125,0.237,0.15314999999999998,0.13077311610088996,2.18599853515625,0.640482120348642,0.81485464232435,0.33964986659183105,Element695,TF,True
chr18:80109634-80110134,2.9468994140625,0.004,3.4547119140625,0.002,3.470458984375,0.001,3.6275634765625,0.0,3.500732421875,0.003,2.7978515625,0.004,3.1546630859375,0.004,3.362548828125,0.001,3.825927734375,0.0,4.0076904296875,0.0,4.310302734375,0.001,3.683349609375,0.002,4.3363037109375,0.001,3.2523193359375,0.0,3.585205078125,0.0,3.2135009765625,0.002,3.704833984375,0.002,3.8448486328125,0.0,2.6702880859375,0.007,3.0618896484375,0.004,0.0019000000000000002,0.0019166857359844667,3.490594482421875,0.45306138922268263,2.7189666327522723,0.5428993978614242,Element696,TF,True
chr18:80201349-80201849,1.2862548828125,0.611,1.48876953125,0.453,2.3643798828125,0.085,1.0850830078125,0.75,1.5418701171875,0.423,1.7535400390625,0.297,1.53857421875,0.387,2.0023193359375,0.207,0.8931884765625,0.87,1.8338623046875,0.244,1.6082763671875,0.358,0.8350830078125,0.916,2.9078369140625,0.047,1.215087890625,0.617,2.37060546875,0.089,1.724853515625,0.328,1.4046630859375,0.493,0.8992919921875,0.871,1.307373046875,0.575,1.359619140625,0.521,0.45710000000000006,0.2630807160509769,1.571026611328125,0.5339052264003373,0.33997927773207737,0.19618354153588552,Element697,TF,True
chr18:80246440-80246940,5.826416015625,0.0,5.9620361328125,0.0,4.9615478515625,0.0,4.7655029296875,0.0,5.080322265625,0.0,5.9814453125,0.0,5.0675048828125,0.0,5.4068603515625,0.0,4.5845947265625,0.001,6.866943359375,0.0,6.5474853515625,0.0,5.1668701171875,0.0,7.4239501953125,0.0,4.4771728515625,0.0,5.4432373046875,0.0,4.9033203125,0.0,6.1513671875,0.0,3.944091796875,0.001,5.6771240234375,0.0,5.12939453125,0.0,0.0001,0.0003077935056255462,5.468359375,0.8512723047901763,3.958607314841775,0.73785704822402,Element698,TF,True
chr18:80247271-80247771,1.160400390625,0.342,1.072998046875,0.367,1.1973876953125,0.302,1.050537109375,0.428,0.7415771484375,0.803,1.1112060546875,0.393,0.758544921875,0.776,1.2908935546875,0.245,0.9407958984375,0.542,1.6346435546875,0.101,1.40283203125,0.189,0.98193359375,0.476,2.32177734375,0.022,0.896728515625,0.601,1.8267822265625,0.083,0.872802734375,0.617,1.1873779296875,0.325,0.5938720703125,0.913,1.07568359375,0.392,0.9158935546875,0.584,0.42505000000000004,0.2431794821244502,1.1517333984375,0.40219263660924576,0.3715497621150474,0.06135196086919463,Element699,TF,True
chr19:9768474-9768974,4.2464599609375,0.02,4.29541015625,0.017,4.7030029296875,0.014,2.519287109375,0.195,3.85400390625,0.034,5.10302734375,0.006,4.006591796875,0.028,4.743896484375,0.004,2.7554931640625,0.12,5.8502197265625,0.002,4.9912109375,0.007,3.53271484375,0.054,7.08349609375,0.0,2.5928955078125,0.158,5.87548828125,0.001,4.4527587890625,0.028,4.3004150390625,0.017,2.2576904296875,0.268,3.619873046875,0.039,3.21826171875,0.077,0.05445000000000001,0.07408634720449689,4.20010986328125,1.2373586014529028,1.263922362996054,0.6232606504914207,Element700,TF,True
chr19:9785484-9785984,5.0933837890625,0.012,4.7752685546875,0.022,4.81005859375,0.027,3.9384765625,0.067,4.4256591796875,0.036,5.5550537109375,0.013,4.6444091796875,0.031,4.656982421875,0.047,3.83154296875,0.066,5.4869384765625,0.009,5.6651611328125,0.008,3.9283447265625,0.067,6.22265625,0.004,3.5404052734375,0.102,5.260009765625,0.018,4.933837890625,0.02,4.8687744140625,0.024,3.098876953125,0.192,5.19580078125,0.016,5.1466064453125,0.015,0.03980000000000001,0.04404256314545116,4.753912353515625,0.7771372239267382,1.4000078224159018,0.6770511705062947,Element701,TF,True
chr19:9792070-9792570,5.1053466796875,0.018,5.485595703125,0.01,4.1046142578125,0.052,3.5040283203125,0.105,4.6617431640625,0.024,5.761962890625,0.002,4.9619140625,0.024,5.0533447265625,0.023,4.2164306640625,0.055,7.330810546875,0.002,5.324951171875,0.012,4.9149169921875,0.014,8.0179443359375,0.001,3.623779296875,0.091,5.7620849609375,0.012,4.6470947265625,0.034,4.1591796875,0.041,4.8145751953125,0.025,4.7642822265625,0.024,3.9444580078125,0.059,0.031400000000000004,0.028500046168014315,5.007952880859375,1.1183271210019747,1.5029320636014951,0.699660234004483,Element702,TF,True
chr19:9819045-9819545,10.6087646484375,0.0,12.0386962890625,0.0,10.0284423828125,0.0,7.5357666015625,0.0,10.645263671875,0.0,12.1668701171875,0.0,10.56591796875,0.0,10.5115966796875,0.0,8.591552734375,0.001,13.510009765625,0.0,12.7108154296875,0.0,10.10693359375,0.0,14.0506591796875,0.0,7.720703125,0.0,11.263671875,0.0,11.053955078125,0.0,10.8433837890625,0.0,7.9022216796875,0.0,9.820068359375,0.0,8.8658447265625,0.0,5e-05,0.00022360679774997898,10.527056884765624,1.8230001524388975,4.221848749616356,1.0223069697264684,Element703,TF,True
chr19:9827467-9827967,5.0938720703125,0.028,6.0208740234375,0.008,5.9176025390625,0.01,4.8387451171875,0.022,5.46044921875,0.01,5.795654296875,0.016,5.8853759765625,0.011,6.13134765625,0.007,5.4964599609375,0.014,7.19140625,0.003,6.402587890625,0.007,5.60400390625,0.005,9.706787109375,0.0,4.7984619140625,0.04,6.8297119140625,0.003,5.6890869140625,0.013,5.5379638671875,0.015,3.785888671875,0.079,5.2874755859375,0.026,4.0831298828125,0.059,0.018800000000000004,0.019959432541242775,5.77784423828125,1.2314261794131403,1.725611204449621,0.7617658297603833,Element704,TF,True
chr19:10835712-10836212,0.8343505859375,0.738,1.0325927734375,0.478,0.91845703125,0.636,1.011474609375,0.513,0.9722900390625,0.576,1.1259765625,0.439,0.966796875,0.543,0.9481201171875,0.594,0.9735107421875,0.571,1.55615234375,0.172,1.3702392578125,0.225,1.033447265625,0.496,1.8873291015625,0.048,0.6065673828125,0.916,1.19775390625,0.332,0.7955322265625,0.766,0.72802734375,0.831,1.2293701171875,0.309,0.9090576171875,0.62,0.7647705078125,0.79,0.5296499999999998,0.22798205723488996,1.0430908203125,0.2973585866066791,0.2760028238082561,0.018322123425000104,Element705,TF,True
chr19:10881304-10881804,2.018310546875,0.179,2.3450927734375,0.083,2.60302734375,0.083,1.4310302734375,0.466,2.0943603515625,0.157,2.72802734375,0.057,2.3973388671875,0.092,2.4383544921875,0.097,1.55029296875,0.389,3.5484619140625,0.013,2.90966796875,0.038,2.0667724609375,0.167,4.5328369140625,0.002,1.846435546875,0.245,3.065185546875,0.026,2.183837890625,0.136,2.4141845703125,0.113,1.8677978515625,0.206,2.20556640625,0.131,2.21044921875,0.137,0.14084999999999998,0.11768167366157517,2.4228515625,0.7046628063361347,0.8512123159436876,0.3843268076323972,Element706,TF,True
chr19:10888388-10888888,1.7862548828125,0.268,2.3172607421875,0.091,2.319580078125,0.11,1.633056640625,0.298,2.336669921875,0.073,2.4281005859375,0.088,1.7052001953125,0.273,2.7799072265625,0.036,1.888916015625,0.207,3.1175537109375,0.027,2.310791015625,0.124,2.26904296875,0.078,3.8721923828125,0.006,1.7010498046875,0.298,2.839599609375,0.044,2.0570068359375,0.144,1.7742919921875,0.263,2.2490234375,0.108,1.7972412109375,0.208,1.7939453125,0.258,0.1501,0.09907939400192894,2.248834228515625,0.5650314420691125,0.8235903750441574,0.3519574428547784,Element707,TF,True
chr19:10928487-10928987,0.961181640625,0.553,1.2294921875,0.29,1.9287109375,0.063,1.2923583984375,0.228,1.447998046875,0.178,1.444580078125,0.187,1.0733642578125,0.444,2.08740234375,0.04,1.161865234375,0.35,1.857177734375,0.064,1.4283447265625,0.173,1.125,0.371,2.8134765625,0.011,1.140869140625,0.374,2.569091796875,0.011,1.3924560546875,0.208,1.2060546875,0.316,1.09130859375,0.432,1.3544921875,0.249,1.1441650390625,0.351,0.24464999999999998,0.15617273668669102,1.487469482421875,0.508750553024435,0.6114370286019252,0.17244806431538495,Element708,TF,True
chr19:10960652-10961152,1.2921142578125,0.189,1.4791259765625,0.113,1.154052734375,0.28,0.7440185546875,0.692,1.0384521484375,0.382,1.5185546875,0.104,1.4833984375,0.102,1.260986328125,0.196,0.8809814453125,0.522,2.2559814453125,0.016,1.8389892578125,0.038,1.2115478515625,0.209,2.947998046875,0.005,0.630126953125,0.831,1.44873046875,0.119,1.03564453125,0.383,1.2413330078125,0.195,1.0794677734375,0.32,1.0557861328125,0.33,0.8338623046875,0.583,0.28045000000000003,0.22904664544470776,1.3215576171875,0.536952584630583,0.5521290703009514,0.1210861022245315,Element709,TF,True
chr19:10968764-10969264,1.1270751953125,0.653,1.3709716796875,0.41,1.3927001953125,0.403,1.8621826171875,0.171,1.3619384765625,0.464,1.0379638671875,0.73,1.157958984375,0.59,1.6446533203125,0.293,1.450439453125,0.389,1.88134765625,0.149,1.4281005859375,0.432,1.45947265625,0.375,2.67333984375,0.044,1.509033203125,0.347,1.8526611328125,0.202,0.9390869140625,0.827,1.3017578125,0.481,1.62744140625,0.278,1.3345947265625,0.459,0.945068359375,0.812,0.42544999999999994,0.2145581690235467,1.467889404296875,0.3979942377115065,0.37114126424181915,0.16669333561209804,Element710,TF,True
chr19:11085327-11085827,1.6917724609375,0.503,1.3956298828125,0.707,1.5380859375,0.625,2.072998046875,0.293,1.293701171875,0.792,1.484619140625,0.674,0.8204345703125,0.983,1.4462890625,0.666,1.19921875,0.799,1.4398193359375,0.666,1.604736328125,0.564,1.293701171875,0.755,1.675048828125,0.501,1.6004638671875,0.573,1.3033447265625,0.765,0.9808349609375,0.953,1.6767578125,0.518,1.4075927734375,0.722,2.1240234375,0.296,2.05712890625,0.307,0.6331,0.1944925651399992,1.50531005859375,0.3340748388199636,0.19852082672411359,0.17762596362907418,Element711,TF,True
chr19:11089153-11089653,1.1541748046875,0.554,0.9549560546875,0.712,1.246337890625,0.481,1.27392578125,0.434,0.7711181640625,0.904,1.303466796875,0.455,0.989990234375,0.718,1.2393798828125,0.475,1.27880859375,0.434,1.5089111328125,0.28,0.9705810546875,0.714,1.0948486328125,0.593,2.1142578125,0.078,1.1417236328125,0.558,2.0059814453125,0.096,0.9989013671875,0.714,0.8486328125,0.834,1.3045654296875,0.425,1.217041015625,0.487,1.199951171875,0.517,0.52315,0.214052200962387,1.230877685546875,0.33405878506737313,0.28136546889512104,0.09021489847859533,Element712,TF,True
chr19:11090208-11090708,2.3486328125,0.038,1.9736328125,0.085,2.7982177734375,0.022,1.8931884765625,0.113,1.94580078125,0.102,2.8214111328125,0.016,2.1724853515625,0.068,2.627197265625,0.028,1.6668701171875,0.182,2.737060546875,0.024,2.9912109375,0.012,1.601806640625,0.211,3.705322265625,0.002,1.69384765625,0.156,3.408447265625,0.008,2.4627685546875,0.027,2.7392578125,0.027,0.927490234375,0.713,2.49951171875,0.038,2.437255859375,0.037,0.09544999999999998,0.15747764252342883,2.37257080078125,0.6580636779494915,1.020178569969775,0.375219181238348,Element713,TF,True
chr19:12035078-12035578,2.484375,0.034,2.7236328125,0.02,2.244140625,0.049,1.3045654296875,0.344,2.3221435546875,0.043,3.2197265625,0.003,2.5068359375,0.02,2.210693359375,0.062,1.5604248046875,0.196,3.99560546875,0.002,3.4193115234375,0.002,2.32421875,0.036,4.432861328125,0.002,1.291748046875,0.357,2.67919921875,0.014,2.2735595703125,0.041,2.6429443359375,0.023,1.6717529296875,0.162,2.3160400390625,0.037,2.1226806640625,0.061,0.07539999999999998,0.10652521322499933,2.487322998046875,0.8056535280503268,1.1225710592117804,0.3957321854151118,Element714,TF,True
chr19:12035595-12036095,3.538330078125,0.012,3.8726806640625,0.009,3.6561279296875,0.007,1.9530029296875,0.133,3.32080078125,0.009,4.488037109375,0.002,3.8330078125,0.005,3.837158203125,0.004,2.67431640625,0.024,5.2457275390625,0.0,4.7900390625,0.0,3.3189697265625,0.006,6.410400390625,0.0,2.0562744140625,0.123,4.7713623046875,0.002,3.7847900390625,0.007,3.79052734375,0.006,1.906005859375,0.151,3.0072021484375,0.019,2.69580078125,0.038,0.027850000000000003,0.047579600892111655,3.647528076171875,1.1366823062412115,1.5550188879120552,0.5619986434797017,Element715,TF,True
chr19:12052650-12053150,1.0931396484375,0.655,1.2591552734375,0.482,1.628662109375,0.24,0.8433837890625,0.851,1.146728515625,0.607,1.310791015625,0.444,1.2113037109375,0.508,1.4036865234375,0.383,0.9825439453125,0.711,1.8660888671875,0.164,1.858154296875,0.155,1.048583984375,0.692,2.45458984375,0.067,0.871337890625,0.85,1.934326171875,0.135,1.20654296875,0.584,1.5035400390625,0.329,0.874755859375,0.833,0.7491455078125,0.916,1.0487060546875,0.671,0.5138499999999999,0.2661276454715115,1.31475830078125,0.4419818682051178,0.28915518744303786,0.11884592143043678,Element716,TF,True
chr19:12064597-12065097,2.0767822265625,0.077,1.9754638671875,0.078,1.7532958984375,0.16,1.4862060546875,0.252,1.505615234375,0.254,1.9169921875,0.127,1.551025390625,0.242,1.7764892578125,0.14,1.5872802734375,0.208,2.6002197265625,0.028,2.310791015625,0.045,1.812255859375,0.12,3.2322998046875,0.01,1.3568115234375,0.335,2.306396484375,0.042,1.578857421875,0.206,1.872802734375,0.105,0.907958984375,0.721,1.4864501953125,0.243,1.3682861328125,0.32,0.18564999999999998,0.158930728041463,1.823114013671875,0.5102051349310927,0.7312816538827063,0.26081382935724035,Element717,TF,True
