,guide_chr,guide_start,guide_end,protospacer_target,transcript_target,closest_gene,closest_dist
8995,chr3,142028581,142028600,TFDP2_+_141747419.23-P1-1,TFDP2:P1,TFDP2,36
8996,chr3,142028568,142028587,TFDP2_+_141747419.23-P1-2,TFDP2:P1,TFDP2,49
8997,chr3,142149260,142149279,TFDP2_+_141868098.23-P2-1,TFDP2:P2,TFDP2,275
8998,chr3,142149391,142149410,TFDP2_+_141868098.23-P2-2,TFDP2:P2,TFDP2,144
8999,chr3,142149448,142149467,TFDP2_+_141868286.23-P2-1,TFDP2:P2,TFDP2,87
9000,chr3,142149454,142149473,TFDP2_+_141868286.23-P2-2,TFDP2:P2,TFDP2,81
9001,chr3,142149466,142149485,TFDP2_+_141868304.23-P2-1,TFDP2:P2,TFDP2,69
9002,chr3,142149385,142149404,TFDP2_+_141868304.23-P2-2,TFDP2:P2,TFDP2,150
9003,chr3,142028561,142028580,TFDP2_-_141747423.23-P1-1,TFDP2:P1,TFDP2,56
9004,chr3,142028416,142028435,TFDP2_-_141747423.23-P1-2,TFDP2:P1,TFDP2,201
9005,chr3,142028627,142028646,TFDP2_-_141747489.23-P1-1,TFDP2:P1,TFDP2,10
9006,chr3,142028549,142028568,TFDP2_-_141747489.23-P1-2,TFDP2:P1,TFDP2,68
9007,chrX,133218347,133218366,TFDP3_+_132352371.23-P1P2-1,TFDP3:P1P2,TFDP3,2
9008,chrX,133218332,133218351,TFDP3_+_132352371.23-P1P2-2,TFDP3:P1P2,TFDP3,13
9009,chrX,133218167,133218186,TFDP3_-_132352215.23-P1P2-1,TFDP3:P1P2,TFDP3,178
9010,chrX,133218307,133218326,TFDP3_-_132352215.23-P1P2-2,TFDP3:P1P2,TFDP3,38
9011,chrX,133218319,133218338,TFDP3_-_132352367.23-P1P2-1,TFDP3:P1P2,TFDP3,26
9012,chrX,133218327,133218346,TFDP3_-_132352367.23-P1P2-2,TFDP3:P1P2,TFDP3,18
9013,chrX,49043053,49043072,TFE3_+_48900575.23-P1P2-1,TFE3:P1P2,TFE3,295
9014,chrX,49043345,49043364,TFE3_+_48900575.23-P1P2-2,TFE3:P1P2,TFE3,3
9015,chrX,49043343,49043362,TFE3_+_48900832.23-P1P2-2,TFE3:P1P2,TFE3,5
9016,chrX,49043244,49043263,TFE3_-_48900790.23-P1P2-1,TFE3:P1P2,TFE3,104
9017,chr6,41733540,41733559,TFEB_+_41701274.23-P2-1,TFEB:P2,TFEB,304
9018,chr6,41733821,41733840,TFEB_+_41701274.23-P2-2,TFEB:P2,TFEB,23
9019,chr6,41733764,41733783,TFEB_+_41701498.23-P2-1,TFEB:P2,TFEB,80
9020,chr6,41733613,41733632,TFEB_+_41701498.23-P2-2,TFEB:P2,TFEB,231
9021,chr6,41735311,41735330,TFEB_+_41703045.23-P1-1,TFEB:P1,TFEB,260
9022,chr6,41735589,41735608,TFEB_+_41703045.23-P1-2,TFEB:P1,TFEB,10
9023,chr6,41735337,41735356,TFEB_+_41703071.23-P1-1,TFEB:P1,TFEB,262
9024,chr6,41735253,41735272,TFEB_+_41703071.23-P1-2,TFEB:P1,TFEB,202
9025,chr6,41735560,41735579,TFEB_+_41703294.23-P1-1,TFEB:P1,TFEB,39
9026,chr6,41735257,41735276,TFEB_+_41703294.23-P1-2,TFEB:P1,TFEB,206
9027,chr6,41733794,41733813,TFEB_-_41701552.23-P2-1,TFEB:P2,TFEB,50
9028,chr6,41733808,41733827,TFEB_-_41701552.23-P2-2,TFEB:P2,TFEB,36
9029,chr7,116030734,116030753,TFEC_+_115670784.23-P1P2-1,TFEC:P1P2,TFEC,20
9030,chr7,116030721,116030740,TFEC_+_115670784.23-P1P2-2,TFEC:P1P2,TFEC,33
9031,chr7,116030752,116030771,TFEC_+_115670802.23-P1P2-1,TFEC:P1P2,TFEC,2
9032,chr7,116030682,116030701,TFEC_+_115670802.23-P1P2-2,TFEC:P1P2,TFEC,72
9033,chr7,116030705,116030724,TFEC_-_115670779.23-P1P2-1,TFEC:P1P2,TFEC,49
9034,chr7,116030701,116030720,TFEC_-_115670779.23-P1P2-2,TFEC:P1P2,TFEC,53
9035,chr3,196082075,196082094,TFRC,TFRC,TFRC,6
9036,chr16,31472190,31472209,TGFB1I1_+_31483507.23-P1P2-1,TGFB1I1:P1P2,TGFB1I1,9
9037,chr16,31472181,31472200,TGFB1I1_+_31483507.23-P1P2-2,TGFB1I1:P1P2,TGFB1I1,18
9038,chr16,31472200,31472219,TGFB1I1_+_31483517.23-P1P2-1,TGFB1I1:P1P2,TGFB1I1,1
9039,chr16,31472156,31472175,TGFB1I1_+_31483517.23-P1P2-2,TGFB1I1:P1P2,TGFB1I1,13
9040,chr16,31472515,31472534,TGFB1I1_-_31483856.23-P1P2-1,TGFB1I1:P1P2,TGFB1I1,121
9041,chr16,31472530,31472549,TGFB1I1_-_31483856.23-P1P2-2,TGFB1I1:P1P2,TGFB1I1,136
9042,chr18,3450603,3450622,TGIF1_+_3450597.23-P1P2-1,TGIF1:P1P2,TGIF1,440
9043,chr18,3450188,3450207,TGIF1_+_3450597.23-P1P2-2,TGIF1:P1P2,TGIF1,25
9044,chr18,3450196,3450215,TGIF1_-_3450214.23-P1P2-1,TGIF1:P1P2,TGIF1,33
9045,chr18,3449733,3449752,TGIF1_-_3450214.23-P1P2-2,TGIF1:P1P2,TGIF1,35
9046,chr18,3450206,3450225,TGIF1_-_3450224.23-P1P2-1,TGIF1:P1P2,TGIF1,43
9047,chr18,3450211,3450230,TGIF1_-_3450224.23-P1P2-2,TGIF1:P1P2,TGIF1,48
9048,chrX,89921981,89922000,TGIF2LX_+_89176976.23-P1P2-1,TGIF2LX:P1P2,TGIF2LX,82
9049,chrX,89921996,89922015,TGIF2LX_+_89176976.23-P1P2-2,TGIF2LX:P1P2,TGIF2LX,97
9050,chrX,89922096,89922115,TGIF2LX_+_89177091.23-P1P2-1,TGIF2LX:P1P2,TGIF2LX,197
9051,chrX,89922078,89922097,TGIF2LX_+_89177091.23-P1P2-2,TGIF2LX:P1P2,TGIF2LX,179
9052,chrX,89922084,89922103,TGIF2LX_-_89177103.23-P1P2-1,TGIF2LX:P1P2,TGIF2LX,185
9053,chrX,89922068,89922087,TGIF2LX_-_89177103.23-P1P2-2,TGIF2LX:P1P2,TGIF2LX,169
9054,chrY,3579155,3579174,"TGIF2LY_+_3447192.23-ENST00000321217.4,ENST00000559055.2-1","TGIF2LY:ENST00000321217.4,ENST00000559055.2",TGIF2LY,97
9055,chrY,3579140,3579159,"TGIF2LY_+_3447192.23-ENST00000321217.4,ENST00000559055.2-2","TGIF2LY:ENST00000321217.4,ENST00000559055.2",TGIF2LY,82
9056,chrY,3579255,3579274,"TGIF2LY_+_3447292.23-ENST00000321217.4,ENST00000559055.2-1","TGIF2LY:ENST00000321217.4,ENST00000559055.2",TGIF2LY,197
9057,chrY,3579237,3579256,"TGIF2LY_+_3447292.23-ENST00000321217.4,ENST00000559055.2-2","TGIF2LY:ENST00000321217.4,ENST00000559055.2",TGIF2LY,179
9058,chrY,3579243,3579262,"TGIF2LY_-_3447304.23-ENST00000321217.4,ENST00000559055.2-1","TGIF2LY:ENST00000321217.4,ENST00000559055.2",TGIF2LY,185
9059,chrY,3579227,3579246,"TGIF2LY_-_3447304.23-ENST00000321217.4,ENST00000559055.2-2","TGIF2LY:ENST00000321217.4,ENST00000559055.2",TGIF2LY,169
9060,chr20,36573636,36573655,TGIF2_+_35202035.23-P1P2-1,TGIF2:P1P2,TGIF2,48
9061,chr20,36573639,36573658,TGIF2_+_35202035.23-P1P2-2,TGIF2:P1P2,TGIF2,51
9062,chr20,36573623,36573642,TGIF2_-_35202046.23-P1P2-1,TGIF2:P1P2,TGIF2,35
9063,chr20,36573621,36573640,TGIF2_-_35202046.23-P1P2-2,TGIF2:P1P2,TGIF2,33
9064,chr20,36575034,36575053,TGIF2_-_35203457.23-P1P2-1,TGIF2:P1P2,TGIF2,528
9065,chr20,36573627,36573646,TGIF2_-_35203457.23-P1P2-2,TGIF2:P1P2,TGIF2,39
9066,chr15,70892370,70892389,THAP10_+_71184705.23-P1P2-1,THAP10:P1P2,THAP10,54
9067,chr15,70892406,70892425,THAP10_+_71184705.23-P1P2-2,THAP10:P1P2,THAP10,18
9068,chr15,70892375,70892394,THAP10_+_71184710.23-P1P2-1,THAP10:P1P2,THAP10,49
9069,chr15,70892321,70892340,THAP10_+_71184710.23-P1P2-2,THAP10:P1P2,THAP10,103
9070,chr15,70892365,70892384,THAP10_-_71184724.23-P1P2-1,THAP10:P1P2,THAP10,59
9071,chr15,70892431,70892450,THAP10_-_71184724.23-P1P2-2,THAP10:P1P2,THAP10,7
9072,chr16,67842327,67842346,THAP11_+_67876226.23-P1P2-1,THAP11:P1P2,THAP11,16
9073,chr16,67842300,67842319,THAP11_+_67876226.23-P1P2-2,THAP11:P1P2,THAP11,11
9074,chr16,67842333,67842352,THAP11_+_67876232.23-P1P2-1,THAP11:P1P2,THAP11,22
9075,chr16,67843033,67843052,THAP11_+_67876232.23-P1P2-2,THAP11:P1P2,THAP11,722
9076,chr16,67842753,67842772,THAP11_-_67876676.23-P1P2-1,THAP11:P1P2,THAP11,442
9077,chr16,67843042,67843061,THAP11_-_67876676.23-P1P2-2,THAP11:P1P2,THAP11,731
9078,chr8,42843072,42843091,THAP1_+_42698211.23-P1P2-1,THAP1:P1P2,THAP1,244
9079,chr8,42842856,42842875,THAP1_+_42698211.23-P1P2-2,THAP1:P1P2,THAP1,460
9080,chr8,42843331,42843350,THAP1_+_42698470.23-P1P2-1,THAP1:P1P2,THAP1,15
9081,chr8,42842882,42842901,THAP1_+_42698470.23-P1P2-2,THAP1:P1P2,THAP1,434
9082,chr8,42843121,42843140,THAP1_-_42698284.23-P1P2-1,THAP1:P1P2,THAP1,195
9083,chr8,42843102,42843121,THAP1_-_42698284.23-P1P2-2,THAP1:P1P2,THAP1,214
9084,chr12,71663101,71663120,THAP2_+_72056877.23-P1-1,THAP2:P1,THAP2,1191
9085,chr12,71663134,71663153,THAP2_+_72056877.23-P1-2,THAP2:P1,THAP2,1158
9086,chr12,71663452,71663471,THAP2_+_72057228.23-P1-1,THAP2:P1,THAP2,840
9087,chr12,71663421,71663440,THAP2_+_72057228.23-P1-2,THAP2:P1,THAP2,871
9088,chr12,71664379,71664398,THAP2_+_72058155.23-P2-1,THAP2:P2,THAP2,87
9089,chr12,71664470,71664489,THAP2_+_72058155.23-P2-2,THAP2:P2,THAP2,178
9090,chr12,71664425,71664444,THAP2_+_72058201.23-P2-1,THAP2:P2,THAP2,133
9091,chr12,71664392,71664411,THAP2_+_72058201.23-P2-2,THAP2:P2,THAP2,100
9092,chr12,71664578,71664597,THAP2_+_72058354.23-P2-1,THAP2:P2,THAP2,286
9093,chr12,71664371,71664390,THAP2_+_72058354.23-P2-2,THAP2:P2,THAP2,79
9094,chr12,71663070,71663089,THAP2_-_72056870.23-P1-1,THAP2:P1,THAP2,1222
9095,chr12,71663084,71663103,THAP2_-_72056870.23-P1-2,THAP2:P1,THAP2,1208
9096,chr1,6625206,6625225,THAP3_+_6685262.23-P1P2-1,THAP3:P1P2,THAP3,32
9097,chr1,6625187,6625206,THAP3_+_6685262.23-P1P2-2,THAP3:P1P2,THAP3,13
9098,chr1,6625290,6625309,THAP3_+_6685346.23-P1P2-1,THAP3:P1P2,THAP3,116
9099,chr1,6625588,6625607,THAP3_+_6685346.23-P1P2-2,THAP3:P1P2,THAP3,414
9100,chr1,6625178,6625197,THAP3_-_6685258.23-P1P2-1,THAP3:P1P2,THAP3,4
9101,chr1,6624884,6624903,THAP3_-_6685258.23-P1P2-2,THAP3:P1P2,THAP3,25
9102,chr2,241636982,241637001,THAP4_+_242576393.23-P1P2-1,THAP4:P1P2,THAP4,167
9103,chr2,241637104,241637123,THAP4_+_242576393.23-P1P2-2,THAP4:P1P2,THAP4,45
9104,chr2,241636935,241636954,THAP4_-_242576370.23-P1P2-1,THAP4:P1P2,THAP4,214
9105,chr2,241637097,241637116,THAP4_-_242576370.23-P1P2-2,THAP4:P1P2,THAP4,52
9106,chr2,241637142,241637161,THAP4_-_242576577.23-P1P2-1,THAP4:P1P2,THAP4,7
9107,chr2,241636760,241636779,THAP4_-_242576577.23-P1P2-2,THAP4:P1P2,THAP4,389
9108,chr7,108569665,108569684,THAP5_+_108210105.23-P1P2-1,THAP5:P1P2,THAP5,32
9109,chr7,108569643,108569662,THAP5_+_108210105.23-P1P2-2,THAP5:P1P2,THAP5,54
9110,chr7,108569699,108569718,THAP5_+_108210139.23-P1P2-1,THAP5:P1P2,THAP5,2
9111,chr7,108569393,108569412,THAP5_+_108210139.23-P1P2-2,THAP5:P1P2,THAP5,51
9112,chr7,108569631,108569650,THAP5_-_108210095.23-P1P2-1,THAP5:P1P2,THAP5,66
9113,chr7,108569627,108569646,THAP5_-_108210095.23-P1P2-2,THAP5:P1P2,THAP5,70
9114,chr4,75514665,75514684,THAP6_+_76439871.23-P1P2-1,THAP6:P1P2,THAP6,201
9115,chr4,75514692,75514711,THAP6_+_76439871.23-P1P2-2,THAP6:P1P2,THAP6,228
9116,chr4,75514688,75514707,THAP6_+_76439894.23-P1P2-1,THAP6:P1P2,THAP6,224
9117,chr4,75514487,75514506,THAP6_+_76439894.23-P1P2-2,THAP6:P1P2,THAP6,23
9118,chr4,75514441,75514460,THAP6_-_76439671.23-P1P2-1,THAP6:P1P2,THAP6,23
9119,chr4,75514514,75514533,THAP6_-_76439671.23-P1P2-2,THAP6:P1P2,THAP6,50
9120,chr22,21001759,21001778,THAP7_+_21356044.23-P1P2-1,THAP7:P1P2,THAP7,347
9121,chr22,21002107,21002126,THAP7_+_21356044.23-P1P2-2,THAP7:P1P2,THAP7,1
9122,chr22,21002096,21002115,THAP7_+_21356381.23-P1P2-1,THAP7:P1P2,THAP7,10
9123,chr22,21001902,21001921,THAP7_+_21356381.23-P1P2-2,THAP7:P1P2,THAP7,204
9124,chr22,21001546,21001565,THAP7_-_21355855.23-P1P2-1,THAP7:P1P2,THAP7,560
9125,chr22,21001716,21001735,THAP7_-_21355855.23-P1P2-2,THAP7:P1P2,THAP7,390
9126,chr19,36054231,36054250,THAP8_+_36545129.23-P1P2-1,THAP8:P1P2,THAP8,45
9127,chr19,36054165,36054184,THAP8_+_36545129.23-P1P2-2,THAP8:P1P2,THAP8,111
9128,chr19,36054376,36054395,THAP8_+_36545274.23-P1P2-1,THAP8:P1P2,THAP8,100
9129,chr19,36054247,36054266,THAP8_+_36545274.23-P1P2-2,THAP8:P1P2,THAP8,29
9130,chr19,36054193,36054212,THAP8_-_36545115.23-P1P2-1,THAP8:P1P2,THAP8,83
9131,chr19,36054234,36054253,THAP8_-_36545115.23-P1P2-2,THAP8:P1P2,THAP8,42
9132,chr4,82901085,82901104,THAP9_+_83822234.23-P1P2-1,THAP9:P1P2,THAP9,359
9133,chr4,82900759,82900778,THAP9_+_83822234.23-P1P2-2,THAP9:P1P2,THAP9,33
9134,chr4,82900711,82900730,THAP9_-_83821884.23-P1P2-1,THAP9:P1P2,THAP9,15
9135,chr4,82900715,82900734,THAP9_-_83821884.23-P1P2-2,THAP9:P1P2,THAP9,11
9136,chr4,82900763,82900782,THAP9_-_83821936.23-P1P2-1,THAP9:P1P2,THAP9,37
9137,chr4,82900721,82900740,THAP9_-_83821936.23-P1P2-2,THAP9:P1P2,THAP9,5
9138,chr17,40063009,40063028,THRA_+_38219258.23-P1P2-1,THRA:P1P2,THRA,53
9139,chr17,40063080,40063099,THRA_+_38219258.23-P1P2-2,THRA:P1P2,THRA,124
9140,chr17,40063018,40063037,THRA_+_38219267.23-P1P2-1,THRA:P1P2,THRA,62
9141,chr17,40062971,40062990,THRA_+_38219267.23-P1P2-2,THRA:P1P2,THRA,15
9142,chr17,40063238,40063257,THRA_+_38219487.23-P1P2-1,THRA:P1P2,THRA,282
9143,chr17,40063226,40063245,THRA_+_38219487.23-P1P2-2,THRA:P1P2,THRA,270
9144,chr3,24494753,24494772,THRB_+_24536240.23-P1P2-1,THRB:P1P2,THRB,88
9145,chr3,24494574,24494593,THRB_+_24536240.23-P1P2-2,THRB:P1P2,THRB,109
9146,chr3,24494838,24494857,THRB_+_24536325.23-P1P2-1,THRB:P1P2,THRB,3
9147,chr3,24494841,24494860,THRB_+_24536325.23-P1P2-2,THRB:P1P2,THRB,0
9148,chr3,24494721,24494740,THRB_-_24536232.23-P1P2-1,THRB:P1P2,THRB,120
9149,chr3,24494427,24494446,THRB_-_24536232.23-P1P2-2,THRB:P1P2,THRB,38
9150,chr11,134252963,134252982,THYN1_-_134122877.23-P1P2-1,THYN1:P1P2,THYN1,380
9151,chr11,134253358,134253377,THYN1_-_134122877.23-P1P2-2,THYN1:P1P2,THYN1,15
9152,chr11,134253303,134253322,THYN1_-_134123217.23-P1P2-1,THYN1:P1P2,THYN1,40
9153,chr11,134253363,134253382,THYN1_-_134123217.23-P1P2-2,THYN1:P1P2,THYN1,20
9154,chr11,134253347,134253366,THYN1_-_134123261.23-P1P2-1,THYN1:P1P2,THYN1,4
9155,chr11,134253335,134253354,THYN1_-_134123261.23-P1P2-2,THYN1:P1P2,THYN1,8
9156,chr2,232550540,232550559,TIGD1_+_233415246.23-P1P2-1,TIGD1:P1P2,TIGD1,8
9157,chr2,232550568,232550587,TIGD1_+_233415246.23-P1P2-2,TIGD1:P1P2,TIGD1,20
9158,chr2,232550455,232550474,TIGD1_-_233415185.23-P1P2-1,TIGD1:P1P2,TIGD1,93
9159,chr2,232550462,232550481,TIGD1_-_233415185.23-P1P2-2,TIGD1:P1P2,TIGD1,86
9160,chr2,232550481,232550500,TIGD1_-_233415211.23-P1P2-1,TIGD1:P1P2,TIGD1,67
9161,chr2,232550553,232550572,TIGD1_-_233415211.23-P1P2-2,TIGD1:P1P2,TIGD1,5
9162,chr4,89113565,89113584,TIGD2_+_90034712.23-P1P2-1,TIGD2:P1P2,TIGD2,2041
9163,chr4,89113958,89113977,TIGD2_+_90034712.23-P1P2-2,TIGD2:P1P2,TIGD2,2434
9164,chr4,89113555,89113574,TIGD2_-_90034726.23-P1P2-1,TIGD2:P1P2,TIGD2,2031
9165,chr4,89113950,89113969,TIGD2_-_90034726.23-P1P2-2,TIGD2:P1P2,TIGD2,2426
9166,chr4,89113609,89113628,TIGD2_-_90034780.23-P1P2-1,TIGD2:P1P2,TIGD2,2085
9167,chr4,89113669,89113688,TIGD2_-_90034780.23-P1P2-2,TIGD2:P1P2,TIGD2,2145
9168,chr11,65354826,65354845,TIGD3_+_65122293.23-P1P2-1,TIGD3:P1P2,TIGD3,84
9169,chr11,65355215,65355234,TIGD3_+_65122293.23-P1P2-2,TIGD3:P1P2,TIGD3,473
9170,chr11,65354851,65354870,TIGD3_+_65122318.23-P1P2-1,TIGD3:P1P2,TIGD3,109
9171,chr11,65354877,65354896,TIGD3_+_65122318.23-P1P2-2,TIGD3:P1P2,TIGD3,135
9172,chr11,65355009,65355028,TIGD3_-_65122500.23-P1P2-1,TIGD3:P1P2,TIGD3,267
9173,chr11,65354836,65354855,TIGD3_-_65122500.23-P1P2-2,TIGD3:P1P2,TIGD3,94
9174,chr4,152779565,152779584,TIGD4_+_153700713.23-P1P2-1,TIGD4:P1P2,TIGD4,156
9175,chr4,152779481,152779500,TIGD4_+_153700713.23-P1P2-2,TIGD4:P1P2,TIGD4,240
9176,chr4,152779708,152779727,TIGD4_+_153700856.23-P1P2-1,TIGD4:P1P2,TIGD4,13
9177,chr4,152779695,152779714,TIGD4_+_153700856.23-P1P2-2,TIGD4:P1P2,TIGD4,26
9178,chr4,152779372,152779391,TIGD4_-_153700544.23-P1P2-1,TIGD4:P1P2,TIGD4,349
9179,chr4,152779671,152779690,TIGD4_-_153700544.23-P1P2-2,TIGD4:P1P2,TIGD4,50
9180,chr8,143598327,143598346,TIGD5_+_144680493.23-P1P2-1,TIGD5:P1P2,TIGD5,505
9181,chr8,143597899,143597918,TIGD5_+_144680493.23-P1P2-2,TIGD5:P1P2,TIGD5,77
9182,chr8,143598091,143598110,TIGD5_-_144680281.23-P1P2-1,TIGD5:P1P2,TIGD5,269
9183,chr8,143597895,143597914,TIGD5_-_144680281.23-P1P2-2,TIGD5:P1P2,TIGD5,73
9184,chr8,143598094,143598113,TIGD5_-_144680284.23-P1P2-1,TIGD5:P1P2,TIGD5,272
9185,chr8,143597834,143597853,TIGD5_-_144680284.23-P1P2-2,TIGD5:P1P2,TIGD5,12
9186,chr5,150000555,150000574,TIGD6_+_149380114.23-P1P2-1,TIGD6:P1P2,TIGD6,90
9187,chr5,150000586,150000605,TIGD6_+_149380114.23-P1P2-2,TIGD6:P1P2,TIGD6,59
9188,chr5,150000508,150000527,TIGD6_-_149380091.23-P1P2-1,TIGD6:P1P2,TIGD6,137
9189,chr5,150000467,150000486,TIGD6_-_149380091.23-P1P2-2,TIGD6:P1P2,TIGD6,178
9190,chr5,150000543,150000562,TIGD6_-_149380126.23-P1P2-1,TIGD6:P1P2,TIGD6,102
9191,chr5,150000522,150000541,TIGD6_-_149380126.23-P1P2-2,TIGD6:P1P2,TIGD6,123
9192,chr16,3305463,3305482,TIGD7_+_3355459.23-P1P2-1,TIGD7:P1P2,TIGD7,42
9193,chr16,3305666,3305685,TIGD7_+_3355459.23-P1P2-2,TIGD7:P1P2,TIGD7,245
9194,chr16,3305345,3305364,TIGD7_-_3355365.23-P1P2-1,TIGD7:P1P2,TIGD7,76
9195,chr16,3305376,3305395,TIGD7_-_3355365.23-P1P2-2,TIGD7:P1P2,TIGD7,45
9196,chr16,3305389,3305408,TIGD7_-_3355409.23-P1P2-1,TIGD7:P1P2,TIGD7,32
9197,chr16,3305370,3305389,TIGD7_-_3355409.23-P1P2-2,TIGD7:P1P2,TIGD7,51
9198,chr10,101131117,101131136,TLX1_+_102890870.23-P1P2-1,TLX1:P1P2,TLX1,174
9199,chr10,101131696,101131715,TLX1_+_102890870.23-P1P2-2,TLX1:P1P2,TLX1,405
9200,chr10,101131319,101131338,TLX1_-_102891096.23-P1P2-1,TLX1:P1P2,TLX1,28
9201,chr10,101131135,101131154,TLX1_-_102891096.23-P1P2-2,TLX1:P1P2,TLX1,156
9202,chr10,101131657,101131676,TLX1_-_102891434.23-P1P2-1,TLX1:P1P2,TLX1,366
9203,chr10,101131397,101131416,TLX1_-_102891434.23-P1P2-2,TLX1:P1P2,TLX1,106
9204,chr2,74514467,74514486,TLX2_+_74741590.23-P1P2-1,TLX2:P1P2,TLX2,26
9205,chr2,74514581,74514600,TLX2_+_74741590.23-P1P2-2,TLX2:P1P2,TLX2,140
9206,chr2,74514471,74514490,TLX2_-_74741618.23-P1P2-1,TLX2:P1P2,TLX2,30
9207,chr2,74514731,74514750,TLX2_-_74741618.23-P1P2-2,TLX2:P1P2,TLX2,290
9208,chr2,74514478,74514497,TLX2_-_74741625.23-P1P2-1,TLX2:P1P2,TLX2,37
9209,chr2,74514487,74514506,TLX2_-_74741625.23-P1P2-2,TLX2:P1P2,TLX2,46
9210,chr5,171309308,171309327,TLX3_+_170736308.23-P1P2-1,TLX3:P1P2,TLX3,69
9211,chr5,171309267,171309286,TLX3_+_170736308.23-P1P2-2,TLX3:P1P2,TLX3,28
9212,chr5,171309294,171309313,TLX3_-_170736318.23-P1P2-1,TLX3:P1P2,TLX3,55
9213,chr5,171309238,171309257,TLX3_-_170736318.23-P1P2-2,TLX3:P1P2,TLX3,1
9214,chr5,171309478,171309497,TLX3_-_170736502.23-P1P2-1,TLX3:P1P2,TLX3,239
9215,chr5,171309261,171309280,TLX3_-_170736502.23-P1P2-2,TLX3:P1P2,TLX3,22
9216,chr3,69052092,69052111,TMF1_+_69101239.23-P1P2-1,TMF1:P1P2,TMF1,232
9217,chr3,69052227,69052246,TMF1_+_69101239.23-P1P2-2,TMF1:P1P2,TMF1,97
9218,chr3,69052218,69052237,TMF1_+_69101365.23-P1P2-1,TMF1:P1P2,TMF1,106
9219,chr3,69052251,69052270,TMF1_+_69101365.23-P1P2-2,TMF1:P1P2,TMF1,73
9220,chr3,69052238,69052257,TMF1_+_69101385.23-P1P2-1,TMF1:P1P2,TMF1,86
9221,chr3,69052232,69052251,TMF1_+_69101385.23-P1P2-2,TMF1:P1P2,TMF1,92
9222,chr6,32109309,32109328,TNXB_+_32077082.23-P1P2-1,TNXB:P1P2,TNXB,20
9223,chr6,32109336,32109355,TNXB_+_32077082.23-P1P2-2,TNXB:P1P2,TNXB,7
9224,chr6,32109273,32109292,TNXB_-_32077070.23-P1P2-1,TNXB:P1P2,TNXB,56
9225,chr6,32109315,32109334,TNXB_-_32077070.23-P1P2-2,TNXB:P1P2,TNXB,14
9226,chr6,32109319,32109338,TNXB_-_32077116.23-P1P2-1,TNXB:P1P2,TNXB,10
9227,chr6,32109301,32109320,TNXB_-_32077116.23-P1P2-2,TNXB:P1P2,TNXB,28
9228,chr9,32552582,32552601,TOPORS_+_32552576.23-P1P2-1,TOPORS:P1P2,TOPORS,5
9229,chr9,32552510,32552529,TOPORS_+_32552576.23-P1P2-2,TOPORS:P1P2,TOPORS,67
9230,chr9,32552603,32552622,TOPORS_+_32552597.23-P1P2-1,TOPORS:P1P2,TOPORS,26
9231,chr9,32552616,32552635,TOPORS_+_32552597.23-P1P2-2,TOPORS:P1P2,TOPORS,39
9232,chr9,32552356,32552375,TOPORS_-_32552374.23-P1P2-1,TOPORS:P1P2,TOPORS,221
9233,chr9,32552519,32552538,TOPORS_-_32552374.23-P1P2-2,TOPORS:P1P2,TOPORS,58
9234,chr20,43914890,43914909,TOX2_+_42543526.23-P1P2-1,TOX2:P1P2,TOX2,47
9235,chr20,43914893,43914912,TOX2_+_42543526.23-P1P2-2,TOX2:P1P2,TOX2,50
9236,chr20,43914903,43914922,TOX2_+_42543539.23-P1P2-1,TOX2:P1P2,TOX2,60
9237,chr20,43914841,43914860,TOX2_+_42543539.23-P1P2-2,TOX2:P1P2,TOX2,2
9238,chr20,43914906,43914925,TOX2_+_42543542.23-P1P2-1,TOX2:P1P2,TOX2,63
9239,chr20,43914848,43914867,TOX2_+_42543542.23-P1P2-2,TOX2:P1P2,TOX2,5
9240,chr16,52547107,52547126,TOX3_+_52581015.23-P1P2-1,TOX3:P1P2,TOX3,27
9241,chr16,52547110,52547129,TOX3_+_52581015.23-P1P2-2,TOX3:P1P2,TOX3,24
9242,chr16,52546885,52546904,TOX3_-_52580817.23-P1P2-1,TOX3:P1P2,TOX3,249
9243,chr16,52546796,52546815,TOX3_-_52580817.23-P1P2-2,TOX3:P1P2,TOX3,338
9244,chr16,52547128,52547147,TOX3_-_52581060.23-P1P2-1,TOX3:P1P2,TOX3,6
9245,chr16,52547027,52547046,TOX3_-_52581060.23-P1P2-2,TOX3:P1P2,TOX3,107
9246,chr14,21476886,21476905,TOX4_+_21945041.23-P1P2-1,TOX4:P1P2,TOX4,300
9247,chr14,21477189,21477208,TOX4_+_21945041.23-P1P2-2,TOX4:P1P2,TOX4,3
9248,chr14,21477379,21477398,TOX4_-_21945558.23-P1P2-1,TOX4:P1P2,TOX4,193
9249,chr14,21477594,21477613,TOX4_-_21945558.23-P1P2-2,TOX4:P1P2,TOX4,408
9250,chr14,21477402,21477421,TOX4_-_21945581.23-P1P2-1,TOX4:P1P2,TOX4,216
9251,chr14,21477207,21477226,TOX4_-_21945581.23-P1P2-2,TOX4:P1P2,TOX4,21
9252,chr8,59118710,59118729,TOX_+_60031265.23-P1P2-1,TOX:P1P2,TOX,428
9253,chr8,59118601,59118620,TOX_+_60031265.23-P1P2-2,TOX:P1P2,TOX,537
9254,chr8,59119054,59119073,TOX_-_60031633.23-P1P2-1,TOX:P1P2,TOX,84
9255,chr8,59118843,59118862,TOX_-_60031633.23-P1P2-2,TOX:P1P2,TOX,295
